order_id,order_dum,order_type,item,qty,facing,due_date,station,pod_id,status,finish_time,date,time_gen
115,43,1,594,5,-1,99999,-1,-1,-3,-1,1,780
116,44,1,548,10,-1,99999,-1,-1,-3,-1,1,780
117,44,1,2653,1,-1,99999,-1,-1,-3,-1,1,780
118,44,1,2223,2,-1,99999,-1,-1,-3,-1,1,780
119,45,1,1958,2,-1,99999,-1,-1,-3,-1,1,780
120,46,1,2143,2,-1,99999,-1,-1,-3,-1,1,780
121,46,1,0,12,-1,99999,-1,-1,-3,-1,1,780
122,47,1,856,6,-1,99999,-1,-1,-3,-1,1,840
123,47,1,90,9,-1,99999,-1,-1,-3,-1,1,840
124,47,1,1512,6,-1,99999,-1,-1,-3,-1,1,840
125,47,1,2351,2,-1,99999,-1,-1,-3,-1,1,840
126,48,1,443,4,-1,99999,-1,-1,-3,-1,1,900
127,49,1,49,2,-1,99999,-1,-1,-3,-1,1,900
128,49,1,665,2,-1,99999,-1,-1,-3,-1,1,900
129,49,1,16,4,-1,99999,-1,-1,-3,-1,1,900
130,49,1,164,5,-1,99999,-1,-1,-3,-1,1,900
131,49,1,856,5,-1,99999,-1,-1,-3,-1,1,900
132,49,1,245,8,-1,99999,-1,-1,-3,-1,1,900
133,49,1,390,10,-1,99999,-1,-1,-3,-1,1,900
134,49,1,266,9,-1,99999,-1,-1,-3,-1,1,900
135,49,1,150,5,-1,99999,-1,-1,-3,-1,1,900
136,49,1,792,5,-1,99999,-1,-1,-3,-1,1,900
137,49,1,606,6,-1,99999,-1,-1,-3,-1,1,900
138,49,1,679,12,-1,99999,-1,-1,-3,-1,1,900
139,49,1,447,6,-1,99999,-1,-1,-3,-1,1,900
140,50,1,2095,2,-1,99999,-1,-1,-3,-1,1,900
141,51,1,9,7,-1,99999,-1,-1,-3,-1,1,900
142,51,1,101,9,-1,99999,-1,-1,-3,-1,1,900
143,51,1,299,9,-1,99999,-1,-1,-3,-1,1,900
144,51,1,76,9,-1,99999,-1,-1,-3,-1,1,900
145,52,1,1576,6,-1,99999,-1,-1,-3,-1,1,900
146,52,1,1162,2,-1,99999,-1,-1,-3,-1,1,900
147,53,1,441,12,-1,99999,-1,-1,-3,-1,1,900
148,54,1,2322,4,-1,99999,-1,-1,-3,-1,1,960
149,55,1,1044,9,-1,99999,-1,-1,-3,-1,1,960
150,55,1,97,7,-1,99999,-1,-1,-3,-1,1,960
151,56,1,109,10,-1,99999,-1,-1,-3,-1,1,960
152,56,1,1,10,-1,99999,-1,-1,-3,-1,1,960
153,56,1,799,6,-1,99999,-1,-1,-3,-1,1,960
154,57,1,81,8,-1,99999,-1,-1,-3,-1,1,960
155,57,1,1392,1,-1,99999,-1,-1,-3,-1,1,960
156,57,1,278,4,-1,99999,-1,-1,-3,-1,1,960
157,57,1,433,7,-1,99999,-1,-1,-3,-1,1,960
158,57,1,955,3,-1,99999,-1,-1,-3,-1,1,960
159,57,1,118,7,-1,99999,-1,-1,-3,-1,1,960
160,57,1,2379,2,-1,99999,-1,-1,-3,-1,1,960
161,57,1,256,5,-1,99999,-1,-1,-3,-1,1,960
162,57,1,465,4,-1,99999,-1,-1,-3,-1,1,960
163,58,1,206,9,-1,99999,-1,-1,-3,-1,1,1020
164,58,1,1103,9,-1,99999,-1,-1,-3,-1,1,1020
165,58,1,34,2,-1,99999,-1,-1,-3,-1,1,1020
166,58,1,13,6,-1,99999,-1,-1,-3,-1,1,1020
167,58,1,883,7,-1,99999,-1,-1,-3,-1,1,1020
168,58,1,123,10,-1,99999,-1,-1,-3,-1,1,1020
169,59,1,20,12,-1,99999,-1,-1,-3,-1,1,1020
170,59,1,3194,1,-1,99999,-1,-1,-3,-1,1,1020
171,59,1,73,6,-1,99999,-1,-1,-3,-1,1,1020
172,59,1,26,1,-1,99999,-1,-1,-3,-1,1,1020
173,60,1,1812,8,-1,99999,-1,-1,-3,-1,1,1080
174,61,1,8,10,-1,99999,-1,-1,-3,-1,1,1080
175,62,1,132,11,-1,99999,-1,-1,-3,-1,1,1080
176,63,1,2,9,-1,99999,-1,-1,-3,-1,1,1080
177,63,1,141,6,-1,99999,-1,-1,-3,-1,1,1080
178,63,1,34,4,-1,99999,-1,-1,-3,-1,1,1080
179,63,1,276,12,-1,99999,-1,-1,-3,-1,1,1080
180,63,1,932,2,-1,99999,-1,-1,-3,-1,1,1080
181,63,1,74,10,-1,99999,-1,-1,-3,-1,1,1080
182,63,1,73,2,-1,99999,-1,-1,-3,-1,1,1080
183,63,1,245,8,-1,99999,-1,-1,-3,-1,1,1080
184,63,1,50,6,-1,99999,-1,-1,-3,-1,1,1080
185,64,1,1410,7,-1,99999,-1,-1,-3,-1,1,1140
186,65,1,892,10,-1,99999,-1,-1,-3,-1,1,1140
187,66,1,2938,2,-1,99999,-1,-1,-3,-1,1,1200
188,66,1,142,8,-1,99999,-1,-1,-3,-1,1,1200
189,66,1,432,10,-1,99999,-1,-1,-3,-1,1,1200
190,67,1,1058,8,-1,99999,-1,-1,-3,-1,1,1200
191,67,1,21,2,-1,99999,-1,-1,-3,-1,1,1200
192,67,1,850,3,-1,99999,-1,-1,-3,-1,1,1200
193,67,1,10,9,-1,99999,-1,-1,-3,-1,1,1200
194,67,1,967,10,-1,99999,-1,-1,-3,-1,1,1200
195,68,1,44,7,-1,99999,-1,-1,-3,-1,1,1200
196,69,1,50,11,-1,99999,-1,-1,-3,-1,1,1200
197,69,1,52,6,-1,99999,-1,-1,-3,-1,1,1200
198,70,1,1849,3,-1,99999,-1,-1,-3,-1,1,1200
199,71,1,242,2,-1,99999,-1,-1,-3,-1,1,1260
200,72,1,341,6,-1,99999,-1,-1,-3,-1,1,1260
201,73,1,6,12,-1,99999,-1,-1,-3,-1,1,1260
202,73,1,20,11,-1,99999,-1,-1,-3,-1,1,1260
203,74,1,15,4,-1,99999,-1,-1,-3,-1,1,1260
204,74,1,135,6,-1,99999,-1,-1,-3,-1,1,1260
205,74,1,4,8,-1,99999,-1,-1,-3,-1,1,1260
206,74,1,1091,2,-1,99999,-1,-1,-3,-1,1,1260
207,74,1,1398,11,-1,99999,-1,-1,-3,-1,1,1260
208,75,1,114,10,-1,99999,-1,-1,-3,-1,1,1260
209,75,1,1254,4,-1,99999,-1,-1,-3,-1,1,1260
210,75,1,65,8,-1,99999,-1,-1,-3,-1,1,1260
211,75,1,274,4,-1,99999,-1,-1,-3,-1,1,1260
212,76,1,431,6,-1,99999,-1,-1,-3,-1,1,1320
213,76,1,993,8,-1,99999,-1,-1,-3,-1,1,1320
214,76,1,194,5,-1,99999,-1,-1,-3,-1,1,1320
215,76,1,281,8,-1,99999,-1,-1,-3,-1,1,1320
216,77,1,224,9,-1,99999,-1,-1,-3,-1,1,1320
217,77,1,913,9,-1,99999,-1,-1,-3,-1,1,1320
218,78,1,156,6,-1,99999,-1,-1,-3,-1,1,1320
219,78,1,2538,2,-1,99999,-1,-1,-3,-1,1,1320
220,79,1,11,10,-1,99999,-1,-1,-3,-1,1,1320
221,79,1,3,6,-1,99999,-1,-1,-3,-1,1,1320
222,79,1,32,11,-1,99999,-1,-1,-3,-1,1,1320
223,79,1,0,3,-1,99999,-1,-1,-3,-1,1,1320
224,79,1,1707,2,-1,99999,-1,-1,-3,-1,1,1320
225,79,1,2568,2,-1,99999,-1,-1,-3,-1,1,1320
226,80,1,349,1,-1,99999,-1,-1,-3,-1,1,1380
227,81,1,1309,5,-1,99999,-1,-1,-3,-1,1,1380
228,82,1,345,8,-1,99999,-1,-1,-3,-1,1,1380
229,82,1,290,11,-1,99999,-1,-1,-3,-1,1,1380
230,82,1,338,6,-1,99999,-1,-1,-3,-1,1,1380
231,82,1,119,4,-1,99999,-1,-1,-3,-1,1,1380
232,83,1,3140,2,-1,99999,-1,-1,-3,-1,1,1380
233,84,1,1119,8,-1,99999,-1,-1,-3,-1,1,1380
234,85,1,528,6,-1,99999,-1,-1,-3,-1,1,1380
235,85,1,94,8,-1,99999,-1,-1,-3,-1,1,1380
236,86,1,170,5,-1,99999,-1,-1,-3,-1,1,1440
237,87,1,686,8,-1,99999,-1,-1,-3,-1,1,1500
238,87,1,2320,4,-1,99999,-1,-1,-3,-1,1,1500
239,87,1,909,11,-1,99999,-1,-1,-3,-1,1,1500
240,87,1,71,2,-1,99999,-1,-1,-3,-1,1,1500
241,87,1,1589,3,-1,99999,-1,-1,-3,-1,1,1500
242,87,1,500,10,-1,99999,-1,-1,-3,-1,1,1500
243,87,1,583,6,-1,99999,-1,-1,-3,-1,1,1500
244,88,1,553,10,-1,99999,-1,-1,-3,-1,1,1500
245,88,1,206,8,-1,99999,-1,-1,-3,-1,1,1500
246,88,1,53,3,-1,99999,-1,-1,-3,-1,1,1500
247,88,1,973,4,-1,99999,-1,-1,-3,-1,1,1500
248,89,1,236,10,-1,99999,-1,-1,-3,-1,1,1500
249,89,1,110,8,-1,99999,-1,-1,-3,-1,1,1500
250,90,1,86,7,-1,99999,-1,-1,-3,-1,1,1500
251,91,1,71,12,-1,99999,-1,-1,-3,-1,1,1560
252,91,1,2571,3,-1,99999,-1,-1,-3,-1,1,1560
253,91,1,2871,2,-1,99999,-1,-1,-3,-1,1,1560
254,91,1,34,3,-1,99999,-1,-1,-3,-1,1,1560
255,91,1,463,4,-1,99999,-1,-1,-3,-1,1,1560
256,91,1,559,10,-1,99999,-1,-1,-3,-1,1,1560
257,91,1,354,7,-1,99999,-1,-1,-3,-1,1,1560
258,91,1,75,6,-1,99999,-1,-1,-3,-1,1,1560
259,91,1,959,4,-1,99999,-1,-1,-3,-1,1,1560
260,92,1,2772,4,-1,99999,-1,-1,-3,-1,1,1560
261,92,1,729,6,-1,99999,-1,-1,-3,-1,1,1560
262,92,1,62,8,-1,99999,-1,-1,-3,-1,1,1560
263,93,1,1496,12,-1,99999,-1,-1,-3,-1,1,1560
264,93,1,778,8,-1,99999,-1,-1,-3,-1,1,1560
265,94,1,515,9,-1,99999,-1,-1,-3,-1,1,1680
266,94,1,6,6,-1,99999,-1,-1,-3,-1,1,1680
267,95,1,26,6,-1,99999,-1,-1,-3,-1,1,1680
268,96,1,290,8,-1,99999,-1,-1,-3,-1,1,1740
269,96,1,439,8,-1,99999,-1,-1,-3,-1,1,1740
270,97,1,2031,1,-1,99999,-1,-1,-3,-1,1,1800
271,98,1,240,10,-1,99999,-1,-1,-3,-1,1,1800
272,98,1,151,11,-1,99999,-1,-1,-3,-1,1,1800
273,98,1,223,6,-1,99999,-1,-1,-3,-1,1,1800
274,98,1,142,8,-1,99999,-1,-1,-3,-1,1,1800
275,98,1,277,8,-1,99999,-1,-1,-3,-1,1,1800
276,98,1,198,4,-1,99999,-1,-1,-3,-1,1,1800
277,99,1,12,6,-1,99999,-1,-1,-3,-1,1,1860
278,99,1,177,12,-1,99999,-1,-1,-3,-1,1,1860
279,100,1,228,4,-1,99999,-1,-1,-3,-1,1,1860
280,100,1,335,6,-1,99999,-1,-1,-3,-1,1,1860
281,100,1,341,11,-1,99999,-1,-1,-3,-1,1,1860
282,100,1,59,7,-1,99999,-1,-1,-3,-1,1,1860
283,100,1,107,4,-1,99999,-1,-1,-3,-1,1,1860
284,100,1,88,3,-1,99999,-1,-1,-3,-1,1,1860
285,100,1,2075,3,-1,99999,-1,-1,-3,-1,1,1860
286,101,1,99,9,-1,99999,-1,-1,-3,-1,1,1920
287,101,1,65,7,-1,99999,-1,-1,-3,-1,1,1920
288,101,1,2117,4,-1,99999,-1,-1,-3,-1,1,1920
289,101,1,162,5,-1,99999,-1,-1,-3,-1,1,1920
290,101,1,406,6,-1,99999,-1,-1,-3,-1,1,1920
291,101,1,303,6,-1,99999,-1,-1,-3,-1,1,1920
292,101,1,825,6,-1,99999,-1,-1,-3,-1,1,1920
293,101,1,2921,3,-1,99999,-1,-1,-3,-1,1,1920
294,102,1,1345,2,-1,99999,-1,-1,-3,-1,1,1980
295,102,1,341,4,-1,99999,-1,-1,-3,-1,1,1980
296,103,1,1,8,-1,99999,-1,-1,-3,-1,1,1980
297,103,1,803,6,-1,99999,-1,-1,-3,-1,1,1980
298,103,1,113,4,-1,99999,-1,-1,-3,-1,1,1980
299,103,1,24,7,-1,99999,-1,-1,-3,-1,1,1980
300,103,1,255,2,-1,99999,-1,-1,-3,-1,1,1980
301,103,1,19,6,-1,99999,-1,-1,-3,-1,1,1980
302,104,1,1857,3,-1,99999,-1,-1,-3,-1,1,1980
303,104,1,42,7,-1,99999,-1,-1,-3,-1,1,1980
304,105,1,446,6,-1,99999,-1,-1,-3,-1,1,2040
305,105,1,5,1,-1,99999,-1,-1,-3,-1,1,2040
306,106,1,2814,2,-1,99999,-1,-1,-3,-1,1,2040
307,107,1,418,10,-1,99999,-1,-1,-3,-1,1,2040
308,107,1,9,6,-1,99999,-1,-1,-3,-1,1,2040
309,107,1,1,4,-1,99999,-1,-1,-3,-1,1,2040
310,107,1,2045,3,-1,99999,-1,-1,-3,-1,1,2040
311,107,1,97,7,-1,99999,-1,-1,-3,-1,1,2040
312,107,1,57,6,-1,99999,-1,-1,-3,-1,1,2040
313,107,1,748,5,-1,99999,-1,-1,-3,-1,1,2040
314,107,1,0,10,-1,99999,-1,-1,-3,-1,1,2040
315,107,1,1239,11,-1,99999,-1,-1,-3,-1,1,2040
316,107,1,10,10,-1,99999,-1,-1,-3,-1,1,2040
317,107,1,214,12,-1,99999,-1,-1,-3,-1,1,2040
318,107,1,429,3,-1,99999,-1,-1,-3,-1,1,2040
319,107,1,521,6,-1,99999,-1,-1,-3,-1,1,2040
320,107,1,109,6,-1,99999,-1,-1,-3,-1,1,2040
321,107,1,1888,2,-1,99999,-1,-1,-3,-1,1,2040
322,108,1,369,6,-1,99999,-1,-1,-3,-1,1,2040
323,109,1,153,5,-1,99999,-1,-1,-3,-1,1,2040
324,110,1,6,5,-1,99999,-1,-1,-3,-1,1,2100
325,110,1,242,6,-1,99999,-1,-1,-3,-1,1,2100
326,111,1,90,8,-1,99999,-1,-1,-3,-1,1,2100
327,112,1,1370,4,-1,99999,-1,-1,-3,-1,1,2160
328,113,1,1046,8,-1,99999,-1,-1,-3,-1,1,2160
329,113,1,1284,7,-1,99999,-1,-1,-3,-1,1,2160
330,113,1,212,10,-1,99999,-1,-1,-3,-1,1,2160
331,113,1,35,4,-1,99999,-1,-1,-3,-1,1,2160
332,113,1,292,6,-1,99999,-1,-1,-3,-1,1,2160
333,113,1,989,2,-1,99999,-1,-1,-3,-1,1,2160
334,113,1,89,10,-1,99999,-1,-1,-3,-1,1,2160
335,113,1,406,10,-1,99999,-1,-1,-3,-1,1,2160
336,114,1,296,6,-1,99999,-1,-1,-3,-1,1,2220
337,114,1,891,3,-1,99999,-1,-1,-3,-1,1,2220
338,115,1,545,6,-1,99999,-1,-1,-3,-1,1,2220
339,115,1,96,6,-1,99999,-1,-1,-3,-1,1,2220
340,115,1,1413,4,-1,99999,-1,-1,-3,-1,1,2220
341,116,1,571,8,-1,99999,-1,-1,-3,-1,1,2220
342,116,1,1147,2,-1,99999,-1,-1,-3,-1,1,2220
343,117,1,114,2,-1,99999,-1,-1,-3,-1,1,2220
344,117,1,43,8,-1,99999,-1,-1,-3,-1,1,2220
345,117,1,593,8,-1,99999,-1,-1,-3,-1,1,2220
346,117,1,71,7,-1,99999,-1,-1,-3,-1,1,2220
347,117,1,476,5,-1,99999,-1,-1,-3,-1,1,2220
348,117,1,4,8,-1,99999,-1,-1,-3,-1,1,2220
349,118,1,34,4,-1,99999,-1,-1,-3,-1,1,2220
350,118,1,615,2,-1,99999,-1,-1,-3,-1,1,2220
351,118,1,1352,7,-1,99999,-1,-1,-3,-1,1,2220
352,118,1,1357,6,-1,99999,-1,-1,-3,-1,1,2220
353,119,1,739,11,-1,99999,-1,-1,-3,-1,1,2220
354,119,1,953,6,-1,99999,-1,-1,-3,-1,1,2220
355,119,1,1523,3,-1,99999,-1,-1,-3,-1,1,2220
356,120,1,1596,10,-1,99999,-1,-1,-3,-1,1,2220
357,121,1,3015,1,-1,99999,-1,-1,-3,-1,1,2280
358,121,1,1227,1,-1,99999,-1,-1,-3,-1,1,2280
359,122,1,71,6,-1,99999,-1,-1,-3,-1,1,2280
360,123,1,19,7,-1,99999,-1,-1,-3,-1,1,2340
361,123,1,1687,3,-1,99999,-1,-1,-3,-1,1,2340
362,123,1,292,7,-1,99999,-1,-1,-3,-1,1,2340
363,123,1,60,8,-1,99999,-1,-1,-3,-1,1,2340
364,123,1,83,8,-1,99999,-1,-1,-3,-1,1,2340
365,124,1,620,6,-1,99999,-1,-1,-3,-1,1,2340
366,125,1,23,7,-1,99999,-1,-1,-3,-1,1,2400
367,126,1,108,5,-1,99999,-1,-1,-3,-1,1,2400
368,126,1,139,4,-1,99999,-1,-1,-3,-1,1,2400
369,127,1,319,10,-1,99999,-1,-1,-3,-1,1,2460
370,128,1,431,8,-1,99999,-1,-1,-3,-1,1,2460
371,128,1,173,6,-1,99999,-1,-1,-3,-1,1,2460
372,128,1,9,9,-1,99999,-1,-1,-3,-1,1,2460
373,129,1,738,12,-1,99999,-1,-1,-3,-1,1,2460
374,130,1,38,10,-1,99999,-1,-1,-3,-1,1,2520
375,131,1,129,4,-1,99999,-1,-1,-3,-1,1,2520
376,131,1,823,4,-1,99999,-1,-1,-3,-1,1,2520
377,131,1,1,9,-1,99999,-1,-1,-3,-1,1,2520
378,132,1,186,7,-1,99999,-1,-1,-3,-1,1,2520
379,132,1,742,3,-1,99999,-1,-1,-3,-1,1,2520
380,133,1,9,2,-1,99999,-1,-1,-3,-1,1,2520
381,133,1,2672,1,-1,99999,-1,-1,-3,-1,1,2520
382,134,1,104,2,-1,99999,-1,-1,-3,-1,1,2520
383,135,1,15,7,-1,99999,-1,-1,-3,-1,1,2580
384,135,1,1304,11,-1,99999,-1,-1,-3,-1,1,2580
385,136,1,279,4,-1,99999,-1,-1,-3,-1,1,2580
386,136,1,1701,4,-1,99999,-1,-1,-3,-1,1,2580
387,137,1,644,4,-1,99999,-1,-1,-3,-1,1,2580
388,137,1,637,7,-1,99999,-1,-1,-3,-1,1,2580
389,137,1,99,4,-1,99999,-1,-1,-3,-1,1,2580
390,138,1,738,8,-1,99999,-1,-1,-3,-1,1,2580
391,138,1,75,2,-1,99999,-1,-1,-3,-1,1,2580
392,138,1,42,8,-1,99999,-1,-1,-3,-1,1,2580
393,138,1,111,6,-1,99999,-1,-1,-3,-1,1,2580
394,138,1,200,11,-1,99999,-1,-1,-3,-1,1,2580
395,138,1,153,1,-1,99999,-1,-1,-3,-1,1,2580
396,138,1,2477,2,-1,99999,-1,-1,-3,-1,1,2580
397,138,1,161,8,-1,99999,-1,-1,-3,-1,1,2580
398,138,1,229,9,-1,99999,-1,-1,-3,-1,1,2580
399,138,1,462,8,-1,99999,-1,-1,-3,-1,1,2580
400,138,1,2,6,-1,99999,-1,-1,-3,-1,1,2580
401,138,1,1409,3,-1,99999,-1,-1,-3,-1,1,2580
402,138,1,850,8,-1,99999,-1,-1,-3,-1,1,2580
403,138,1,347,7,-1,99999,-1,-1,-3,-1,1,2580
404,138,1,1,6,-1,99999,-1,-1,-3,-1,1,2580
405,138,1,212,2,-1,99999,-1,-1,-3,-1,1,2580
406,138,1,314,2,-1,99999,-1,-1,-3,-1,1,2580
407,139,1,233,6,-1,99999,-1,-1,-3,-1,1,2580
408,139,1,381,9,-1,99999,-1,-1,-3,-1,1,2580
409,140,1,1077,10,-1,99999,-1,-1,-3,-1,1,2640
410,140,1,179,10,-1,99999,-1,-1,-3,-1,1,2640
411,141,1,279,1,-1,99999,-1,-1,-3,-1,1,2640
412,141,1,797,4,-1,99999,-1,-1,-3,-1,1,2640
413,141,1,2495,2,-1,99999,-1,-1,-3,-1,1,2640
414,141,1,323,8,-1,99999,-1,-1,-3,-1,1,2640
415,142,1,2640,4,-1,99999,-1,-1,-3,-1,1,2700
416,142,1,55,6,-1,99999,-1,-1,-3,-1,1,2700
417,142,1,82,6,-1,99999,-1,-1,-3,-1,1,2700
418,142,1,314,1,-1,99999,-1,-1,-3,-1,1,2700
419,142,1,75,4,-1,99999,-1,-1,-3,-1,1,2700
420,143,1,329,9,-1,99999,-1,-1,-3,-1,1,2700
421,144,1,286,9,-1,99999,-1,-1,-3,-1,1,2760
422,144,1,2590,4,-1,99999,-1,-1,-3,-1,1,2760
