order_id,order_arrival,process_start_time,order_complete_time,station_id,cycle_time,oct
-43,0,365,1084,picker-3,719,1084
6,180,690,1126,picker-2,436,946
-64,0,539,1131,picker-2,592,1131
0,60,898,1147,picker-3,249,1087
8,300,513,1175,picker-2,662,875
-48,0,501,1180,picker-2,679,1180
23,480,522,1211,picker-1,689,731
18,480,573,1225,picker-2,652,745
47,900,914,1240,picker-2,326,340
50,960,1007,1242,picker-1,235,282
36,660,1077,1303,picker-2,226,643
46,900,1132,1313,picker-2,181,413
27,600,927,1318,picker-1,391,718
53,1020,1021,1318,picker-1,297,298
17,420,857,1323,picker-1,466,903
59,1080,1085,1348,picker-3,263,268
-2,0,952,1362,picker-1,410,1362
65,1200,1212,1415,picker-1,203,215
-59,0,1003,1418,picker-1,415,1418
37,720,1052,1420,picker-2,368,700
-74,0,1127,1420,picker-2,293,1420
14,360,445,1536,picker-3,1091,1176
41,720,1349,1545,picker-3,196,825
-54,0,1176,1551,picker-2,375,1551
72,1260,1319,1558,picker-1,239,298
40,720,1181,1589,picker-2,408,869
62,1200,1419,1643,picker-1,224,443
68,1260,1416,1654,picker-1,238,394
-13,0,1314,1660,picker-2,346,1660
-85,0,1241,1660,picker-2,419,1660
-77,0,1226,1660,picker-2,434,1660
31,660,1033,1669,picker-3,636,1009
49,900,1016,1673,picker-1,657,773
39,720,1421,1708,picker-2,287,988
35,660,957,1711,picker-3,754,1051
-51,0,1019,1721,picker-3,702,1721
28,600,1319,1725,picker-1,406,1125
-16,0,1324,1725,picker-1,401,1725
10,300,1363,1725,picker-1,362,1425
70,1260,1304,1725,picker-2,421,465
-31,0,1421,1738,picker-2,317,1738
48,900,1537,1753,picker-3,216,853
79,1380,1559,1766,picker-1,207,386
24,600,953,1766,picker-3,813,1166
11,300,1590,1782,picker-2,192,1482
-53,0,1148,1783,picker-3,635,1783
-11,0,1243,1803,picker-1,560,1803
-72,0,891,1830,picker-3,939,1830
89,1560,1644,1861,picker-1,217,301
56,1020,1661,1868,picker-2,207,848
97,1680,1709,1947,picker-2,238,267
54,1020,1661,2006,picker-2,345,986
44,840,1784,2045,picker-3,261,1205
19,480,1661,2048,picker-2,387,1568
-89,0,1552,2068,picker-2,516,2068
88,1560,1726,2092,picker-1,366,532
103,1800,1862,2108,picker-1,246,308
67,1260,1722,2134,picker-3,412,874
74,1320,1768,2134,picker-3,366,814
86,1560,1712,2139,picker-3,427,579
-71,0,1831,2143,picker-3,312,2143
-38,0,1783,2150,picker-2,367,2150
104,1800,1804,2166,picker-1,362,366
-44,0,1948,2175,picker-2,227,2175
96,1620,1670,2194,picker-3,524,574
-18,0,1739,2204,picker-2,465,2204
101,1680,1726,2205,picker-1,479,525
42,780,1546,2221,picker-3,675,1441
95,1620,1767,2256,picker-1,489,636
87,1560,2135,2259,picker-3,124,699
84,1500,1754,2274,picker-3,520,774
64,1200,2093,2277,picker-1,184,1077
98,1680,1726,2335,picker-1,609,655
105,1800,2144,2339,picker-3,195,539
-47,0,1655,2339,picker-1,684,2339
66,1260,2046,2378,picker-3,332,1118
9,300,2135,2378,picker-3,243,2078
125,2160,2195,2391,picker-3,196,231
77,1320,2222,2422,picker-3,200,1102
115,1980,2109,2446,picker-1,337,466
117,2040,2260,2456,picker-3,196,416
26,600,2257,2473,picker-1,216,1873
119,2100,2275,2475,picker-3,200,375
134,2340,2341,2482,picker-3,141,142
55,1020,2278,2496,picker-1,218,1476
-23,0,2340,2510,picker-1,170,2510
4,180,2140,2513,picker-3,373,2333
94,1620,2049,2529,picker-2,480,909
108,1800,2206,2540,picker-1,334,740
51,960,2007,2559,picker-2,552,1599
118,2100,2176,2563,picker-2,387,463
129,2220,2379,2578,picker-3,199,358
43,780,2069,2589,picker-2,520,1809
120,2100,2167,2599,picker-1,432,499
100,1680,2205,2601,picker-2,396,921
60,1080,2151,2623,picker-2,472,1543
25,600,1727,2636,picker-2,909,2036
137,2400,2447,2653,picker-1,206,253
141,2460,2476,2673,picker-3,197,213
140,2460,2474,2697,picker-1,223,237
-60,0,1869,2742,picker-2,873,2742
57,1080,2564,2786,picker-2,222,1706
83,1500,2560,2802,picker-2,242,1302
73,1260,2511,2821,picker-1,310,1561
116,2040,2541,2837,picker-1,296,797
149,2580,2654,2856,picker-1,202,276
153,2580,2600,2882,picker-1,282,302
45,840,1674,2890,picker-1,1216,2050
-19,0,2336,2896,picker-1,560,2896
154,2640,2698,2931,picker-1,233,291
80,1380,2423,2940,picker-3,517,1560
-82,0,2590,2958,picker-2,368,2958
-87,0,2392,2978,picker-3,586,2978
163,2760,2803,3002,picker-2,199,242
106,1800,2379,3003,picker-3,624,1203
144,2460,2787,3016,picker-2,229,556
29,600,2674,3040,picker-3,366,2440
90,1620,2637,3040,picker-2,403,1420
121,2100,2624,3050,picker-2,426,950
126,2160,2743,3050,picker-2,307,890
131,2280,2530,3055,picker-2,525,775
145,2460,2483,3057,picker-3,574,597
132,2280,2959,3130,picker-2,171,850
99,1680,3003,3192,picker-2,189,1512
124,2160,3017,3206,picker-2,189,1046
171,3000,3004,3209,picker-3,205,209
52,1020,2822,3219,picker-1,397,2199
-81,0,2838,3219,picker-1,381,3219
111,1860,2891,3296,picker-1,405,1436
172,3000,3042,3320,picker-3,278,320
162,2760,2883,3341,picker-1,458,581
152,2580,2897,3355,picker-1,458,775
91,1620,2497,3369,picker-1,872,1749
102,1740,3131,3375,picker-2,244,1635
128,2220,3056,3382,picker-2,326,1162
82,1500,3210,3395,picker-3,185,1895
133,2340,2932,3400,picker-1,468,1060
167,2880,3193,3432,picker-2,239,552
33,660,2457,3454,picker-3,997,2794
170,3000,3041,3465,picker-2,424,465
-52,0,3058,3471,picker-3,413,3471
165,2820,3220,3473,picker-1,253,653
180,3180,3220,3473,picker-1,253,293
150,2580,3051,3482,picker-2,431,902
85,1560,3051,3482,picker-2,431,1922
184,3180,3321,3491,picker-3,170,311
146,2460,2579,3495,picker-3,916,1035
130,2220,2514,3498,picker-3,984,1278
136,2400,3297,3501,picker-1,204,1101
193,3300,3356,3540,picker-1,184,240
195,3360,3370,3552,picker-1,182,192
182,3180,3396,3574,picker-3,178,394
32,660,2941,3580,picker-3,639,2920
188,3300,3383,3625,picker-2,242,325
166,2880,2979,3672,picker-3,693,792
204,3480,3483,3751,picker-2,268,271
183,3180,3496,3840,picker-3,344,660
151,2580,3455,3876,picker-3,421,1296
203,3480,3492,3986,picker-3,494,506
143,2460,3207,4045,picker-2,838,1585
169,3000,3433,4053,picker-2,620,1053
176,3060,3841,4060,picker-3,219,1000
123,2160,3575,4086,picker-3,511,1926
196,3480,3483,4089,picker-2,606,609
142,2460,2602,4125,picker-2,1523,1665
71,1260,3499,4148,picker-3,649,2888
78,1320,3626,4158,picker-2,532,2838
81,1440,3581,4171,picker-3,590,2731
177,3120,3541,4184,picker-1,643,1064
197,3480,3752,4201,picker-2,449,721
198,3480,3877,4202,picker-3,325,722
194,3300,3673,4217,picker-3,544,917
168,2940,3376,4232,picker-2,856,1292
186,3240,3474,4235,picker-1,761,995
192,3300,3342,4253,picker-1,911,953
231,4020,4061,4285,picker-3,224,265
200,3480,3553,4286,picker-1,733,806
226,3960,3987,4301,picker-3,314,341
135,2400,3466,4311,picker-2,845,1911
174,3060,3472,4319,picker-3,847,1259
201,3480,3502,4342,picker-1,840,862
222,3900,4087,4350,picker-3,263,450
114,1980,2857,4357,picker-1,1500,2377
139,2400,3401,4372,picker-1,971,1972
-20,0,3474,4406,picker-1,932,4406
224,3960,4236,4428,picker-1,192,468
229,4020,4233,4461,picker-2,228,441
219,3840,4218,4468,picker-3,250,628
227,3960,4254,4479,picker-1,225,519
246,4260,4287,4497,picker-1,210,237
75,1320,4149,4505,picker-3,356,3185
-95,0,4172,4505,picker-3,333,4505
208,3660,4343,4511,picker-1,168,851
247,4260,4373,4553,picker-1,180,293
223,3900,4302,4554,picker-3,252,654
235,4080,4320,4554,picker-3,234,474
178,3120,4358,4560,picker-1,202,1440
-12,0,4203,4606,picker-3,403,4606
-66,0,4185,4624,picker-1,439,4624
175,3060,4407,4629,picker-1,222,1569
187,3300,4046,4651,picker-2,605,1351
234,4080,4462,4678,picker-2,216,598
-14,0,4512,4682,picker-1,170,4682
189,3300,4498,4732,picker-1,234,1432
245,4200,4312,4747,picker-2,435,547
218,3840,4126,4754,picker-2,628,914
239,4140,4159,4804,picker-2,645,664
209,3660,4090,4812,picker-2,722,1152
216,3780,4351,4813,picker-3,462,1033
217,3840,4469,4813,picker-3,344,973
251,4380,4561,4830,picker-1,269,450
258,4500,4630,4848,picker-1,218,348
161,2760,4554,4862,picker-1,308,2102
269,4620,4625,4871,picker-1,246,251
159,2700,4202,4882,picker-2,680,2182
190,3300,4679,4887,picker-2,208,1587
191,3300,4054,4890,picker-2,836,1590
158,2700,4555,4895,picker-3,340,2195
266,4620,4683,4908,picker-1,225,288
255,4500,4748,4936,picker-2,188,436
164,2760,4480,4952,picker-1,472,2192
238,4140,4429,4962,picker-1,533,822
-1,0,4555,4962,picker-3,407,4962
254,4440,4755,4982,picker-2,227,542
279,4800,4814,4998,picker-3,184,198
61,1140,4733,4999,picker-1,266,3859
107,1800,4607,5021,picker-3,414,3221
280,4800,4813,5032,picker-2,219,232
261,4560,4888,5057,picker-2,169,497
257,4500,4863,5064,picker-1,201,564
275,4740,4872,5070,picker-1,198,330
287,4860,4883,5083,picker-2,200,223
284,4860,4891,5087,picker-2,196,227
138,2400,4652,5127,picker-2,475,2727
270,4680,4896,5147,picker-3,251,467
289,4920,4963,5148,picker-1,185,228
243,4140,5000,5212,picker-1,212,1072
277,4800,4983,5213,picker-2,230,413
249,4320,4805,5220,picker-2,415,900
110,1860,4849,5230,picker-1,381,3370
282,4800,4831,5230,picker-1,399,430
240,4140,4814,5244,picker-3,430,1104
291,4920,4964,5279,picker-3,315,359
283,4800,5071,5289,picker-1,218,489
233,4080,4909,5314,picker-1,405,1234
250,4320,4953,5314,picker-1,361,994
185,3240,4506,5316,picker-3,810,2076
276,4800,4999,5320,picker-3,321,520
207,3660,4506,5337,picker-3,831,1677
253,4440,5088,5337,picker-2,249,897
262,4560,5149,5356,picker-1,207,796
274,4740,5058,5371,picker-2,313,631
299,5100,5213,5393,picker-1,180,293
297,5040,5148,5405,picker-3,257,365
210,3660,5022,5413,picker-3,391,1753
293,4980,5084,5426,picker-2,342,446
306,5160,5221,5455,picker-2,234,295
294,4980,5128,5475,picker-2,347,495
212,3720,5065,5479,picker-1,414,1759
160,2700,5033,5485,picker-2,452,2785
147,2520,4286,5487,picker-3,1201,2967
268,4620,4937,5497,picker-2,560,877
221,3840,5280,5510,picker-3,230,1670
263,4560,5214,5568,picker-2,354,1008
307,5160,5338,5582,picker-2,244,422
252,4380,5231,5587,picker-1,356,1207
298,5100,5427,5620,picker-2,193,520
179,3180,5231,5660,picker-1,429,2480
303,5100,5290,5679,picker-1,389,579
308,5220,5315,5679,picker-1,364,459
292,4920,5357,5713,picker-1,356,793
310,5220,5486,5732,picker-2,246,512
296,5040,5511,5793,picker-3,282,753
244,4200,5456,5803,picker-2,347,1603
321,5400,5406,5817,picker-3,411,417
319,5400,5588,5818,picker-1,230,418
155,2640,5394,5821,picker-1,427,3181
288,4860,5661,5837,picker-1,176,977
313,5280,5315,5842,picker-1,527,562
315,5280,5680,5900,picker-1,220,620
324,5460,5680,5919,picker-1,239,459
312,5220,5414,5931,picker-3,517,711
320,5400,5480,5942,picker-1,462,542
211,3660,5321,5943,picker-3,622,2283
-50,0,5245,5959,picker-3,714,5959
93,1620,5317,5965,picker-3,648,4345
220,3840,5488,5970,picker-3,482,2130
314,5280,5794,5984,picker-3,190,704
332,5640,5818,6113,picker-3,295,473
230,4020,5621,6153,picker-2,532,2133
344,5940,5944,6166,picker-3,222,226
281,4800,5498,6169,picker-2,671,1369
260,4560,5838,6190,picker-1,352,1630
278,4800,5804,6205,picker-2,401,1405
206,3660,5943,6209,picker-1,266,2549
328,5580,5583,6224,picker-2,641,644
316,5340,5733,6249,picker-2,516,909
322,5460,5476,6253,picker-2,777,793
228,3960,5569,6290,picker-2,721,2330
349,6000,6114,6307,picker-3,193,307
-57,0,5901,6352,picker-1,451,6352
359,6060,6154,6360,picker-2,206,300
302,5100,6170,6376,picker-2,206,1276
343,5880,6191,6384,picker-1,193,504
336,5760,5920,6395,picker-1,475,635
157,2640,5966,6408,picker-3,442,3768
331,5640,6167,6417,picker-3,250,777
290,4920,5960,6427,picker-3,467,1507
272,4680,5985,6440,picker-3,455,1760
300,5100,5932,6452,picker-3,520,1352
242,4140,5971,6471,picker-3,500,2331
69,1260,5714,6484,picker-1,770,5224
339,5820,5843,6501,picker-1,658,681
301,5100,5822,6520,picker-1,698,1420
341,5880,6308,6520,picker-3,212,640
214,3720,6206,6526,picker-2,320,2806
213,3720,5339,6529,picker-3,1190,2809
326,5520,5819,6538,picker-1,719,1018
311,5220,6385,6568,picker-1,183,1348
351,6000,6210,6573,picker-1,363,573
358,6060,6396,6634,picker-1,238,574
325,5520,6428,6672,picker-3,244,1152
379,6300,6453,6684,picker-3,231,384
360,6060,6225,6693,picker-2,468,633
265,4620,6353,6698,picker-1,345,2078
256,4500,6291,6702,picker-2,411,2202
369,6180,6539,6762,picker-1,223,582
391,6540,6569,6777,picker-1,208,237
295,5040,6361,6794,picker-2,433,1754
58,1080,6250,6834,picker-2,584,5754
347,5940,6485,6835,picker-1,350,895
378,6300,6527,6853,picker-2,326,553
352,6000,6530,6854,picker-3,324,854
264,4560,6522,6919,picker-3,397,2359
389,6540,6694,6923,picker-2,229,383
354,6000,6703,6932,picker-2,229,932
267,4620,6441,6939,picker-3,498,2319
63,1200,6377,6948,picker-2,571,5748
395,6660,6685,6983,picker-3,298,323
241,4140,6795,6993,picker-2,198,2853
318,5400,6418,7006,picker-3,588,1606
338,5820,6472,7015,picker-3,543,1195
148,2520,6502,7058,picker-1,556,4538
357,6060,6574,7068,picker-1,494,1008
329,5580,6254,7086,picker-2,832,1506
377,6300,6855,7105,picker-3,250,805
271,4680,6409,7109,picker-3,700,2429
353,6000,6920,7141,picker-3,221,1141
334,5700,6778,7142,picker-1,364,1442
392,6600,6635,7146,picker-1,511,546
397,6720,6940,7157,picker-3,217,437
393,6600,6835,7173,picker-2,338,573
403,6780,6854,7173,picker-2,319,393
401,6720,6763,7214,picker-1,451,494
373,6180,6836,7214,picker-1,378,1034
405,6840,7016,7252,picker-3,236,412
363,6120,6924,7264,picker-2,340,1144
361,6060,6673,7325,picker-3,652,1265
415,7080,7147,7389,picker-1,242,309
337,5760,6949,7404,picker-2,455,1644
380,6360,7174,7421,picker-2,247,1061
426,7200,7215,7556,picker-1,341,356
399,6720,7215,7566,picker-1,351,846
348,6000,7087,7572,picker-2,485,1572
350,6000,6521,7585,picker-1,1064,1585
330,5640,6933,7609,picker-2,676,1969
335,5760,7142,7644,picker-3,502,1884
381,6360,7405,7651,picker-2,246,1291
317,5340,5372,7672,picker-2,2300,2332
432,7380,7422,7685,picker-2,263,305
368,6180,6994,7694,picker-2,700,1514
122,2100,7390,7701,picker-1,311,5601
410,6900,7069,7765,picker-1,696,865
259,4560,7326,7768,picker-3,442,3208
428,7200,7557,7769,picker-1,212,569
434,7500,7573,7770,picker-2,197,270
345,5940,7106,7813,picker-3,707,1873
416,7080,7645,7827,picker-3,182,747
346,5940,7158,7850,picker-3,692,1910
371,6180,7174,7856,picker-2,682,1676
402,6780,7265,7856,picker-2,591,1076
398,6720,6984,7856,picker-3,872,1136
413,6960,7007,7879,picker-3,872,919
423,7140,7253,7890,picker-3,637,750
383,6420,7769,7973,picker-3,204,1553
417,7080,7702,7975,picker-1,273,895
431,7320,7814,8029,picker-3,215,709
394,6600,6699,8031,picker-1,1332,1431
385,6420,7059,8031,picker-1,972,1611
366,6120,7143,8031,picker-1,888,1911
440,7620,7673,8187,picker-2,514,567
400,6720,7976,8221,picker-1,245,1501
-49,0,7567,8266,picker-1,699,8266
442,7680,8032,8311,picker-1,279,631
407,6840,8032,8322,picker-1,290,1482
386,6480,7766,8381,picker-1,615,1901
430,7260,7770,8381,picker-1,611,1121
448,7920,8188,8429,picker-2,241,509
376,6240,7610,8439,picker-2,829,2199
438,7620,7880,8506,picker-3,626,886
429,7200,7858,8544,picker-3,686,1344
356,6060,7857,8546,picker-2,689,2486
437,7560,7851,8553,picker-3,702,993
466,8340,8382,8554,picker-1,172,214
342,5880,7771,8563,picker-2,792,2683
453,7980,8030,8577,picker-3,547,597
468,8340,8382,8603,picker-1,221,263
285,4860,7586,8609,picker-1,1023,3749
433,7380,7974,8618,picker-3,644,1238
273,4740,8032,8641,picker-1,609,3901
460,8220,8312,8650,picker-1,338,430
465,8340,8507,8662,picker-3,155,322
305,5160,7686,8665,picker-2,979,3505
404,6780,8267,8669,picker-1,402,1889
425,7200,8222,8673,picker-1,451,1473
439,7620,7828,8679,picker-3,851,1059
236,4080,8323,8687,picker-1,364,4607
422,7140,7652,8724,picker-2,1072,1584
458,8100,8564,8754,picker-2,190,654
225,3960,7891,8758,picker-3,867,4798
464,8280,8545,8771,picker-3,226,491
411,6900,7695,8779,picker-2,1084,1879
482,8520,8555,8841,picker-1,286,321
481,8520,8663,8852,picker-3,189,332
491,8640,8680,8875,picker-3,195,235
409,6900,8670,8880,picker-1,210,1980
479,8460,8666,8881,picker-2,215,421
215,3780,8610,8887,picker-1,277,5107
492,8700,8725,8895,picker-2,170,195
181,3180,7857,8898,picker-2,1041,5718
340,5880,8440,8902,picker-2,462,3022
414,7020,8430,8910,picker-2,480,1890
441,7680,8547,8931,picker-2,384,1251
454,7980,8604,8956,picker-1,352,976
488,8580,8642,8956,picker-1,314,376
496,8760,8772,8967,picker-3,195,207
202,3480,8651,8978,picker-1,327,5498
443,7740,8554,9003,picker-3,449,1263
372,6180,8578,9003,picker-3,425,2823
472,8400,8619,9003,picker-3,384,603
421,7140,8876,9033,picker-3,157,1893
467,8340,8853,9041,picker-3,188,701
457,8100,8759,9157,picker-3,398,1057
478,8460,8842,9188,picker-1,346,728
451,7920,8899,9202,picker-2,303,1282
370,6180,8957,9210,picker-1,253,3030
309,5220,8674,9217,picker-1,543,3997
475,8460,8755,9230,picker-2,475,770
487,8580,9004,9245,picker-3,241,665
499,8820,9004,9284,picker-3,280,464
494,8760,8957,9292,picker-1,335,532
462,8280,9034,9320,picker-3,286,1040
450,7920,8896,9378,picker-2,482,1458
396,6660,8881,9389,picker-1,508,2729
515,9060,9158,9399,picker-3,241,339
456,8040,8903,9416,picker-2,513,1376
490,8640,8979,9429,picker-1,450,789
502,8880,8968,9473,picker-3,505,593
447,7920,9042,9511,picker-3,469,1591
504,8940,9246,9519,picker-3,273,579
375,6240,8780,9526,picker-2,746,3286
408,6900,9004,9570,picker-3,566,2670
418,7080,8911,9582,picker-2,671,2502
526,9300,9379,9607,picker-2,228,307
509,8940,9203,9637,picker-2,434,697
523,9300,9417,9662,picker-2,245,362
529,9420,9474,9711,picker-3,237,291
444,7860,9400,9726,picker-3,326,1866
232,4080,8932,9748,picker-2,816,5668
524,9300,9430,9757,picker-1,327,457
493,8700,9520,9782,picker-3,262,1082
501,8880,8882,9802,picker-2,920,922
473,8400,9608,9918,picker-2,310,1518
507,8940,9321,9941,picker-3,620,1001
248,4260,9527,9943,picker-2,416,5683
511,9000,9189,9945,picker-1,756,945
485,8580,9512,9954,picker-3,442,1374
469,8340,9727,9993,picker-3,266,1653
531,9480,9783,10003,picker-3,220,523
520,9180,9758,10042,picker-1,284,862
92,1620,9293,10049,picker-1,756,8429
532,9480,9571,10049,picker-3,478,569
446,7920,9390,10081,picker-1,691,2161
388,6540,8688,10090,picker-1,1402,3550
527,9360,9749,10093,picker-2,344,733
554,9840,9919,10101,picker-2,182,261
505,8940,9712,10111,picker-3,399,1171
365,6120,9638,10111,picker-2,473,3991
-28,0,9583,10132,picker-2,549,10132
34,660,9285,10139,picker-3,854,9479
374,6240,9231,10153,picker-2,922,3913
513,9000,9218,10164,picker-1,946,1164
566,10020,10043,10217,picker-1,174,197
483,8520,9803,10240,picker-2,437,1720
544,9720,10050,10249,picker-1,199,529
568,10080,10094,10300,picker-2,206,220
552,9840,10091,10319,picker-1,228,479
173,3000,10082,10337,picker-1,255,7337
540,9660,9663,10343,picker-2,680,683
551,9840,10113,10372,picker-3,259,532
572,10140,10140,10385,picker-3,245,245
567,10080,10112,10404,picker-2,292,324
549,9780,10165,10406,picker-1,241,626
536,9600,9994,10415,picker-3,421,815
512,9000,10051,10427,picker-3,376,1427
555,9900,9955,10434,picker-3,479,534
550,9780,9942,10440,picker-3,498,660
480,8520,10133,10450,picker-2,317,1930
543,9720,10004,10452,picker-3,448,732
575,10200,10250,10495,picker-1,245,295
546,9720,10320,10535,picker-1,215,815
585,10260,10301,10540,picker-2,239,280
530,9420,10386,10589,picker-3,203,1169
576,10260,10338,10611,picker-1,273,351
562,10020,10407,10617,picker-1,210,597
587,10320,10344,10623,picker-2,279,303
474,8400,9946,10624,picker-1,678,2224
573,10140,10416,10627,picker-3,211,487
489,8640,10405,10630,picker-2,225,1990
548,9720,10218,10635,picker-1,417,915
470,8340,10154,10660,picker-2,506,2320
565,10020,10451,10671,picker-2,220,651
591,10380,10496,10699,picker-1,203,319
586,10320,10536,10741,picker-1,205,421
449,7920,9211,10748,picker-1,1537,2828
569,10080,10102,10750,picker-2,648,670
557,9900,9944,10763,picker-2,819,863
510,9000,10453,10781,picker-3,328,1781
594,10500,10541,10791,picker-2,250,291
545,9720,10373,10795,picker-3,422,1075
596,10560,10624,10864,picker-2,240,304
579,10260,10661,10883,picker-2,222,623
486,8580,10618,10906,picker-1,288,2326
593,10440,10441,10956,picker-3,515,516
588,10320,10625,10962,picker-1,337,642
538,9660,10590,10968,picker-3,378,1308
113,1980,10428,10977,picker-3,549,8997
600,10620,10782,11051,picker-3,269,431
459,8100,10241,11094,picker-2,853,2994
528,9360,10628,11110,picker-3,482,1750
601,10620,10700,11150,picker-1,450,530
556,9900,10672,11159,picker-2,487,1259
582,10260,10792,11178,picker-2,386,918
577,10260,10742,11186,picker-1,444,926
574,10140,10749,11198,picker-1,449,1058
564,10020,10796,11200,picker-3,404,1180
599,10560,10957,11210,picker-3,253,650
452,7980,10636,11214,picker-1,578,3234
364,6120,8888,11266,picker-1,2378,5146
355,6060,7110,11312,picker-3,4202,5252
387,6540,10435,11319,picker-3,884,4779
455,8040,10907,11332,picker-1,425,3292
514,9060,10963,11332,picker-1,369,2272
620,10980,11095,11333,picker-2,238,353
570,10080,11160,11342,picker-2,182,1262
367,6180,10865,11358,picker-2,493,5178
607,10800,11187,11370,picker-1,183,570
561,9960,10631,11377,picker-2,746,1417
614,10860,10978,11377,picker-3,399,517
623,11040,11052,11390,picker-3,338,350
625,11040,11267,11445,picker-1,178,405
516,9120,10751,11460,picker-2,709,2340
558,9960,10612,11473,picker-1,861,1513
436,7560,10764,11496,picker-2,732,3936
637,11280,11343,11646,picker-2,303,366
641,11340,11379,11647,picker-3,268,307
631,11160,11333,11659,picker-1,326,499
616,10920,11371,11668,picker-1,297,748
304,5100,11215,11677,picker-1,462,6577
651,11460,11474,11699,picker-1,225,239
476,8460,11378,11705,picker-2,327,3245
583,10260,11111,11716,picker-3,605,1456
613,10860,11179,11761,picker-2,582,901
597,10560,11497,11761,picker-2,264,1201
630,11160,11461,11768,picker-2,307,608
559,9960,11151,11771,picker-1,620,1811
629,11100,11391,11777,picker-3,386,677
632,11220,11334,11788,picker-2,454,568
406,6840,11199,11805,picker-1,606,4965
633,11220,11446,11809,picker-1,363,589
628,11100,11201,11851,picker-3,650,751
652,11520,11669,11852,picker-1,183,332
654,11580,11648,11862,picker-3,214,282
571,10140,11359,11867,picker-2,508,1727
624,11040,11706,11910,picker-2,204,870
636,11220,11313,11911,picker-3,598,691
605,10680,10969,11924,picker-3,955,1244
560,9960,11762,11952,picker-2,190,1992
643,11400,11647,12011,picker-2,364,611
327,5520,11717,12085,picker-3,368,6565
627,11100,11333,12091,picker-1,758,991
642,11340,11806,12156,picker-1,350,816
668,11820,11853,12242,picker-1,389,422
563,10020,11678,12300,picker-1,622,2280
608,10800,12092,12307,picker-1,215,1507
508,8940,11772,12328,picker-1,556,3388
-29,0,11863,12339,picker-3,476,12339
384,6420,11911,12348,picker-2,437,5928
646,11460,11868,12373,picker-2,505,913
495,8760,11660,12381,picker-1,721,3621
638,11280,11769,12390,picker-2,621,1110
517,9120,11320,12402,picker-3,1082,3282
689,12240,12243,12430,picker-1,187,190
653,11520,11778,12431,picker-3,653,911
525,9300,11700,12438,picker-1,738,3138
602,10620,11762,12465,picker-2,703,1845
650,11460,11912,12480,picker-3,568,1020
518,9180,12157,12498,picker-1,341,3318
649,11460,11789,12502,picker-2,713,1042
672,11940,12012,12505,picker-2,493,565
553,9840,11925,12505,picker-3,580,2665
680,12060,12329,12509,picker-1,180,449
539,9660,11953,12540,picker-2,587,2880
675,12000,12086,12562,picker-3,476,562
500,8880,12349,12632,picker-2,283,3752
696,12300,12340,12665,picker-3,325,365
688,12180,12481,12680,picker-3,199,500
697,12360,12507,12711,picker-3,204,351
