pod_id,item_id,qty,order_id,processed_time,task_type,trigger
43,35,11,-18,2161,1,
43,1,2,67,2161,1,
197,318,8,42,2167,1,
197,264,4,-41,2167,1,
197,-1,-1,-999,2167,2,global
8,0,7,52,2177,1,
8,57,2,46,2177,1,
8,32,4,46,2177,1,
99,2,4,67,2179,1,
99,22,9,-17,2179,1,
302,1650,8,61,2182,1,
302,136,3,56,2182,1,
226,216,5,-80,2195,1,
226,102,6,-18,2195,1,
352,287,9,42,2201,1,
103,452,10,-13,2208,1,
103,38,12,-13,2208,1,
103,-1,-1,-999,2208,2,global
222,166,10,-17,2209,1,
139,1495,7,42,2211,1,
155,593,8,-71,2220,1,
155,-1,-1,-999,2221,2,global
294,174,8,-41,2223,1,
283,687,8,67,2232,1,
281,106,6,46,2233,1,
281,82,1,44,2233,1,
281,172,11,44,2233,1,
243,79,4,16,2235,1,
243,653,4,70,2235,1,
0,292,6,70,2261,1,
205,873,7,44,2264,1,
205,7,6,15,2264,1,
205,505,9,15,2264,1,
205,-1,-1,-999,2264,2,global
17,348,6,16,2271,1,
191,125,4,-18,2278,1,
191,1546,12,-37,2278,1,
131,96,5,-41,2281,1,
9,0,10,15,2292,1,
9,116,10,-42,2292,1,
64,150,6,32,2294,1,
64,190,5,-37,2294,1,
290,694,8,-17,2317,1,
290,50,6,-37,2317,1,
290,278,4,-37,2317,1,
130,25,10,46,2320,1,
130,3,4,-42,2320,1,
130,3,6,15,2320,1,
297,1282,8,-71,2329,1,
67,61,5,64,2347,1,
140,4,8,-42,2349,1,
140,823,12,-42,2349,1,
140,-1,-1,-999,2349,2,global
107,39,5,54,2368,1,
363,141,8,67,2372,1,
229,103,9,-42,2373,1,
229,642,8,-42,2373,1,
177,125,4,-18,2383,1,
177,159,3,-37,2383,1,
221,883,4,56,2387,1,
236,168,8,-18,2394,1,
44,187,6,-13,2396,1,
44,35,9,-42,2396,1,
10,16,6,-37,2404,1,
108,39,2,54,2405,1,
108,800,11,38,2405,1,
63,150,10,38,2419,1,
374,1356,4,44,2419,1,
374,290,8,15,2419,1,
374,56,4,-42,2419,1,
306,9,6,67,2433,1,
11,520,4,15,2440,1,
11,0,10,71,2440,1,
257,395,9,38,2451,1,
151,590,6,46,2461,1,
151,27,8,15,2461,1,
151,-1,-1,-999,2462,2,global
334,29,9,38,2464,1,
333,281,6,32,2474,1,
335,222,8,74,2475,1,
189,381,11,46,2481,1,
189,101,2,-13,2481,1,
279,938,5,-37,2482,1,
307,83,8,15,2500,1,
307,52,4,15,2500,1,
329,1313,3,38,2506,1,
329,84,10,76,2506,1,
228,324,4,-71,2515,1,
204,504,7,38,2517,1,
179,160,2,-23,2522,1,
179,125,2,-18,2522,1,
156,593,1,-71,2525,1,
147,253,8,76,2528,1,
354,226,6,46,2532,1,
354,111,5,-13,2532,1,
299,108,4,-37,2539,1,
299,-1,-1,-999,2539,2,global
196,1194,8,76,2540,1,
196,-1,-1,-999,2540,2,global
65,90,4,52,2548,1,
65,37,6,44,2548,1,
290,1278,4,9,2565,1,
101,122,10,-42,2565,1,
75,62,8,76,2572,1,
318,178,8,-13,2579,1,
328,54,6,78,2587,1,
320,718,8,-42,2593,1,
132,250,5,38,2596,1,
53,149,3,54,2604,1,
330,55,10,77,2625,1,
92,194,8,-13,2636,1,
72,1075,11,77,2640,1,
128,812,2,42,2645,1,
64,37,3,76,2651,1,
336,29,7,44,2651,1,
150,27,5,77,2656,1,
284,50,6,77,2667,1,
10,145,8,68,2682,1,
162,598,2,-41,2682,1,
162,5,10,85,2682,1,
152,70,8,57,2685,1,
152,42,9,57,2685,1,
152,123,8,57,2685,1,
31,88,3,77,2690,1,
135,4,6,85,2711,1,
78,152,5,-42,2715,1,
78,20,6,57,2715,1,
78,1081,4,57,2715,1,
78,92,6,57,2715,1,
12,146,2,23,2718,1,
302,1287,3,15,2737,1,
302,136,2,57,2737,1,
302,51,10,57,2737,1,
56,20,10,85,2740,1,
56,89,12,85,2740,1,
184,489,1,54,2753,1,
184,46,8,85,2753,1,
29,148,2,87,2754,1,
29,1,5,80,2754,1,
29,223,10,80,2754,1,
29,236,9,80,2754,1,
133,816,12,57,2756,1,
167,72,11,90,2768,1,
134,4,10,80,2770,1,
174,260,5,85,2776,1,
185,489,10,57,2783,1,
99,22,2,54,2789,1,
99,22,5,90,2789,1,
365,229,5,-84,2791,1,
365,113,7,39,2791,1,
257,665,9,15,2798,1,
239,271,6,85,2799,1,
305,9,5,85,2812,1,
325,1673,8,57,2818,1,
325,10,5,88,2818,1,
68,91,6,-84,2823,1,
68,37,6,53,2823,1,
68,1,11,53,2823,1,
103,452,2,-13,2833,1,
103,65,7,57,2833,1,
54,36,4,95,2845,1,
186,206,8,57,2847,1,
119,3,4,80,2849,1,
119,1119,9,53,2849,1,
119,95,5,53,2849,1,
279,684,9,57,2862,1,
279,-1,-1,-999,2862,2,global
57,20,12,94,2864,1,
0,0,6,94,2874,1,
202,102,8,53,2876,1,
202,502,11,53,2876,1,
8,234,10,53,2892,1,
223,322,11,59,2894,1,
223,-1,-1,-999,2894,2,global
177,159,7,57,2909,1,
334,55,6,-84,2914,1,
334,29,8,53,2914,1,
196,74,6,15,2921,1,
361,14,10,53,2930,1,
84,359,6,-42,2936,1,
152,1508,7,85,2938,1,
152,70,5,94,2938,1,
118,807,2,80,2947,1,
118,95,3,53,2947,1,
118,24,6,65,2947,1,
376,291,6,55,2948,1,
35,755,6,94,2963,1,
35,-1,-1,-999,2964,2,global
63,150,10,65,2964,1,
145,828,5,15,2965,1,
370,142,6,94,2973,1,
370,-1,-1,-999,2973,2,global
153,99,5,15,2975,1,
102,2,4,59,2982,1,
102,122,2,59,2982,1,
78,1081,8,65,2984,1,
78,152,5,4,2984,1,
78,-1,-1,-999,2984,2,global
359,140,5,46,2994,1,
358,140,7,4,3003,1,
358,181,1,4,3003,1,
358,13,5,4,3003,1,
104,243,6,98,3012,1,
104,1105,4,98,3012,1,
209,212,6,-84,3023,1,
209,635,6,4,3023,1,
36,755,1,94,3037,1,
36,148,4,98,3037,1,
86,360,11,96,3046,1,
86,-1,-1,-999,3046,2,global
228,1218,9,80,3052,1,
175,1173,5,94,3057,1,
180,73,6,96,3063,1,
180,125,4,96,3063,1,
337,30,4,94,3066,1,
195,74,4,15,3082,1,
195,125,4,96,3082,1,
371,142,10,69,3083,1,
275,276,2,38,3093,1,
69,91,8,96,3096,1,
88,64,8,4,3106,1,
98,243,3,-84,3120,1,
98,196,5,39,3120,1,
204,75,2,79,3126,1,
144,827,8,53,3134,1,
144,-1,-1,-999,3134,2,global
103,367,8,96,3144,1,
248,658,4,-42,3160,1,
150,1149,8,23,3168,1,
150,-1,-1,-999,3168,2,global
6,116,4,57,3186,1,
57,539,9,59,3192,1,
29,120,6,65,3197,1,
7,294,9,50,3201,1,
37,148,1,98,3209,1,
37,34,7,75,3209,1,
18,118,4,92,3210,1,
18,0,2,4,3210,1,
18,181,1,4,3210,1,
283,8,11,101,3219,1,
331,11,6,92,3223,1,
331,181,1,4,3223,1,
172,608,2,44,3227,1,
172,125,1,96,3227,1,
193,865,6,-84,3235,1,
284,688,2,15,3244,1,
134,251,6,39,3246,1,
218,512,6,-84,3264,1,
276,276,6,113,3276,1,
286,107,6,-84,3280,1,
111,24,2,57,3282,1,
352,111,1,-13,3288,1,
33,59,10,119,3294,1,
211,878,6,113,3313,1,
211,102,6,113,3313,1,
211,-1,-1,-999,3313,2,global
228,1582,2,44,3314,1,
152,835,5,65,3329,1,
27,18,11,115,3331,1,
167,1522,5,53,3339,1,
348,13,10,115,3347,1,
212,638,6,115,3359,1,
212,-1,-1,-999,3359,2,global
234,1588,7,115,3371,1,
213,638,3,115,3379,1,
36,532,4,-84,3382,1,
95,2,9,122,3387,1,
95,154,8,122,3387,1,
175,611,4,53,3391,1,
349,31,10,106,3396,1,
79,2,6,118,3399,1,
343,12,4,80,3405,1,
343,181,1,4,3405,1,
24,182,2,122,3406,1,
3,1019,2,122,3413,1,
102,1459,2,115,3417,1,
102,22,12,100,3417,1,
195,1193,4,80,3422,1,
8,116,4,122,3422,1,
26,87,8,100,3451,1,
26,0,4,107,3451,1,
26,58,4,107,3451,1,
26,33,8,107,3451,1,
344,138,4,-11,3459,1,
120,24,4,65,3468,1,
13,17,9,89,3469,1,
263,170,1,53,3485,1,
75,152,6,93,3492,1,
75,20,10,31,3492,1,
135,251,1,39,3498,1,
246,1600,4,-84,3507,1,
136,26,6,93,3516,1,
136,819,10,93,3516,1,
193,865,8,104,3521,1,
166,203,8,106,3539,1,
166,71,8,109,3539,1,
166,6,9,109,3539,1,
92,21,3,20,3556,1,
92,21,11,93,3556,1,
92,2,1,14,3556,1,
92,92,8,20,3556,1,
92,556,7,129,3556,1,
101,122,8,105,3568,1,
101,2,12,107,3568,1,
361,181,1,105,3592,1,
361,140,8,107,3592,1,
361,1002,4,109,3592,1,
361,85,4,109,3592,1,
137,26,7,31,3598,1,
137,4,4,20,3598,1,
137,4,9,14,3598,1,
137,97,11,20,3598,1,
345,419,8,121,3607,1,
355,13,4,100,3620,1,
355,181,1,105,3620,1,
355,227,10,107,3620,1,
355,85,4,109,3620,1,
355,-1,-1,-999,3620,2,global
21,86,5,14,3626,1,
21,86,10,31,3626,1,
21,33,5,14,3626,1,
121,461,9,-39,3635,1,
371,1010,8,-89,3644,1,
371,181,1,105,3644,1,
371,114,8,83,3644,1,
10,234,6,14,3655,1,
10,32,2,129,3655,1,
10,0,6,129,3655,1,
10,116,6,129,3655,1,
39,19,2,105,3665,1,
39,185,12,107,3665,1,
132,67,5,31,3682,1,
132,40,11,129,3682,1,
132,4,3,129,3682,1,
17,744,5,109,3684,1,
17,85,1,109,3684,1,
17,0,6,109,3684,1,
17,-1,-1,-999,3684,2,global
239,7,6,102,3687,1,
239,900,6,102,3687,1,
239,217,7,102,3687,1,
310,1294,3,109,3704,1,
310,52,10,109,3704,1,
322,54,12,20,3708,1,
322,84,6,20,3708,1,
311,52,8,102,3710,1,
311,10,7,102,3710,1,
273,933,12,107,3722,1,
68,1,6,102,3729,1,
68,91,6,102,3729,1,
25,147,10,31,3736,1,
25,58,10,-60,3736,1,
338,181,1,105,3740,1,
338,30,8,107,3740,1,
338,418,2,109,3740,1,
163,6,4,102,3748,1,
163,257,8,102,3748,1,
194,1192,9,107,3755,1,
203,47,5,93,3759,1,
203,126,7,14,3759,1,
203,74,4,129,3759,1,
200,163,10,102,3764,1,
129,96,8,102,3778,1,
292,133,12,31,3784,1,
292,406,5,131,3784,1,
306,52,10,125,3794,1,
314,53,3,14,3807,1,
314,53,5,129,3807,1,
314,10,8,131,3807,1,
308,176,8,86,3808,1,
308,-1,-1,-999,3808,2,global
33,296,8,107,3823,1,
348,31,10,14,3829,1,
348,13,4,131,3829,1,
333,281,4,102,3829,1,
333,110,10,127,3829,1,
333,-1,-1,-999,3829,2,global
164,202,9,20,3851,1,
164,156,6,129,3851,1,
334,222,8,103,3851,1,
61,60,5,102,3859,1,
61,190,8,127,3859,1,
149,155,8,107,3865,1,
92,556,12,-60,3870,1,
92,-1,-1,-999,3870,2,global
41,441,3,107,3881,1,
41,1,6,-2,3881,1,
369,342,5,93,3889,1,
369,113,8,14,3889,1,
168,604,8,107,3895,1,
193,208,10,102,3895,1,
193,7,6,72,3895,1,
193,101,10,72,3895,1,
168,-1,-1,-999,3895,2,global
171,607,6,31,3908,1,
171,157,6,129,3908,1,
295,699,10,-2,3911,1,
295,-1,-1,-999,3911,2,global
286,401,12,20,3927,1,
18,744,2,109,3927,1,
18,522,8,-2,3927,1,
286,-1,-1,-999,3927,2,global
121,810,7,-10,3932,1,
121,248,8,138,3932,1,
121,3,10,72,3932,1,
121,570,2,72,3932,1,
15,1029,8,-2,3941,1,
47,35,4,20,3945,1,
47,1054,7,-60,3945,1,
244,80,8,83,3959,1,
59,1063,11,20,3963,1,
337,1321,8,-2,3973,1,
38,18,4,127,3975,1,
38,534,11,72,3975,1,
38,1,8,72,3975,1,
230,78,4,83,4003,1,
230,130,3,109,4003,1,
376,115,5,102,4010,1,
376,424,10,72,4010,1,
376,56,10,72,4010,1,
130,25,6,72,4030,1,
130,96,7,72,4030,1,
365,113,2,14,4042,1,
365,288,9,-60,4042,1,
105,1106,6,102,4048,1,
105,2,6,72,4048,1,
322,415,7,107,4055,1,
112,39,2,-60,4057,1,
112,306,7,-60,4057,1,
174,45,7,72,4066,1,
174,158,4,72,4066,1,
96,558,4,93,4074,1,
96,93,4,14,4074,1,
96,195,2,129,4074,1,
236,168,3,117,4083,1,
236,897,8,72,4083,1,
205,127,11,72,4101,1,
253,331,9,-60,4107,1,
166,203,10,138,4117,1,
280,50,10,124,4120,1,
21,523,8,129,4121,1,
73,786,10,72,4133,1,
143,41,2,115,4134,1,
143,826,6,124,4134,1,
143,-1,-1,-999,4134,2,global
17,118,8,14,4135,1,
195,46,5,-2,4148,1,
195,209,2,124,4148,1,
262,922,8,20,4149,1,
329,11,7,124,4160,1,
147,26,2,-60,4163,1,
147,1503,6,-60,4163,1,
165,1163,6,124,4177,1,
203,211,10,156,4182,1,
6,116,6,124,4188,1,
6,-1,-1,-999,4188,2,global
161,375,8,14,4194,1,
80,793,6,109,4207,1,
207,633,8,31,4209,1,
0,0,2,72,4215,1,
0,143,6,111,4215,1,
0,343,9,159,4215,1,
88,1445,6,124,4221,1,
178,315,2,14,4223,1,
178,45,6,129,4223,1,
268,81,6,102,4231,1,
268,928,3,72,4231,1,
51,357,10,158,4241,1,
344,12,8,129,4244,1,
189,861,8,72,4257,1,
189,101,1,72,4257,1,
128,40,5,100,4269,1,
18,118,6,110,4283,1,
343,138,10,72,4287,1,
1,115,6,14,4293,1,
106,23,8,111,4300,1,
263,1253,6,20,4302,1,
299,108,7,20,4313,1,
299,-1,-1,-999,4313,2,global
186,206,12,154,4319,1,
231,268,8,-60,4324,1,
98,448,5,109,4333,1,
310,10,8,72,4333,1,
25,147,6,131,4335,1,
22,350,7,72,4346,1,
