item_code,item_id,n_slots,s_total,rop_global,rop_per_pod
10010035001,89,6,1152,244,41
14130007001,90,9,72,16,2
14121019001,91,7,84,21,3
10002008001,92,21,2520,721,35
14510050001,93,6,78,15,3
14505899001,94,7,840,191,28
10030023001,95,20,100,28,2
10034025001,96,7,1176,275,40
10002019001,97,11,1056,250,23
14503000001,98,6,540,109,19
12201105001,99,3,111,25,9
14501013001,100,32,768,232,8
14011034001,101,7,70,17,3
10040062001,102,33,792,191,6
10002005001,103,6,576,122,21
12220012001,104,40,160,39,1
14103009001,105,7,56,13,2
14003029001,106,5,90,21,5
10020007001,107,10,1200,302,31
14000017001,108,8,56,13,2
10033057001,109,14,672,170,13
14500010001,110,27,648,183,7
10002992001,111,12,60,16,2
10035034001,112,7,1344,334,48
14102258001,113,6,60,12,2
14502026001,114,5,120,28,6
14000196001,115,8,96,23,3
14104002001,116,5,60,14,3
10014090001,117,6,1008,213,36
14820014001,118,2,192,41,21
10033015001,119,10,480,107,11
10030013001,120,5,840,189,38
12201079001,121,67,2680,811,13
14820028001,122,3,432,75,25
10040063001,123,50,2400,682,14
14010034001,124,12,72,17,2
10040004001,125,31,124,31,1
14506087001,126,8,64,16,2
14502041001,127,6,540,129,22
10033041001,128,13,624,146,12
10034003001,129,5,960,225,45
14121020001,130,3,90,14,5
14502004001,131,51,612,176,4
10002001001,132,8,960,220,28
14370004001,133,3,120,19,7
14120012001,134,2,48,12,6
14011031001,135,6,72,19,4
10041067001,136,34,1632,464,14
14615017001,137,7,84,20,3
14820045001,138,2,80,11,6
10033013001,139,13,624,144,12
14805016001,140,5,480,99,20
10000007001,141,6,576,119,20
14132031001,142,4,48,12,3
14500042001,143,9,54,13,2
10034036001,144,5,840,210,42
14833010001,145,2,288,43,22
14110106001,146,13,130,36,3
14831020001,147,2,384,69,35
10040025001,148,26,104,26,1
14010031001,149,10,60,15,2
14505138001,150,7,252,66,10
14104067001,151,5,60,13,3
10031031001,152,6,864,204,34
10021016001,153,14,672,160,12
12201031001,154,54,2214,592,11
11103136001,155,9,108,25,3
14503013001,156,12,432,116,10
14505005001,157,4,360,69,18
14600005001,158,3,144,35,12
14830009001,159,2,288,39,20
10035015001,160,5,480,106,22
14510258001,161,6,78,17,3
14112041001,162,10,50,13,2
10033068001,163,6,1008,241,41
14001017001,164,5,50,12,3
10031033001,165,11,528,121,11
15021001001,166,5,1080,294,59
10030003001,167,8,384,91,12
10002045001,168,10,120,30,3
10040026001,169,18,108,27,2
12220002001,170,9,36,9,1
14001049001,171,8,64,16,2
10033050001,172,10,480,122,13
14200069001,173,4,48,10,3
10034999001,174,4,768,149,38
14502015001,175,8,192,44,6
14020031001,176,4,48,10,3
14500023001,177,8,192,48,6
10011003001,178,2,384,62,31
14001093001,179,6,72,18,3
14011024001,180,4,48,13,4
14850001001,181,70,70,19,1
14204059001,182,2,48,11,6
10034004001,183,4,768,175,44
10021027001,184,9,1080,286,32
14810001001,185,2,144,24,12
14501005001,186,2,120,24,12
14804012001,187,5,30,7,2
14501026001,188,5,80,17,4
15020050001,189,9,1944,533,60
10002010001,190,9,1080,260,29
14505115001,191,8,576,168,21
14620014001,192,7,84,23,4
10033030001,193,7,336,68,10
10033005001,194,3,504,112,38
10034011001,195,3,576,121,41
10032019001,196,5,840,215,43
14502010001,197,3,288,54,18
10040003001,198,37,888,255,7
14501004001,199,4,360,80,20
14500056001,200,9,144,39,5
10015007001,201,7,840,195,28
14023015001,202,3,60,15,5
10002907001,203,5,480,107,22
14010212001,204,12,48,12,1
15023012001,205,3,576,163,55
10015010001,206,4,672,167,42
14110084001,207,3,45,8,3
14204041001,208,2,60,12,6
14610002001,209,5,45,10,2
14612018002,210,2,48,10,5
14102238001,211,4,40,8,2
10034014001,212,4,576,143,36
14611022001,213,4,48,12,3
14111001001,214,8,48,12,2
14501016001,215,4,192,45,12
14121057001,216,3,60,14,5
10002017001,217,32,384,106,4
14505031001,218,6,144,33,6
14833024001,219,1,168,44,44
14000042001,220,2,72,11,6
12201024001,221,63,630,160,3
15022004001,222,7,1512,407,59
12200006001,223,197,1970,583,3
12200002001,224,188,1880,549,3
14014020001,225,5,60,16,4
14000071001,226,2,40,9,5
14130016001,227,3,36,9,3
14501053001,228,7,168,40,6
14504001001,229,2,180,41,21
10032049001,230,3,432,107,36
14001074001,231,6,72,21,4
14361106001,232,4,48,11,3
14010060001,233,5,60,17,4
10033070001,234,13,624,164,13
14620006001,235,3,36,7,3
15022026001,236,17,3672,1163,69
14831021001,237,1,192,26,26
10033011001,238,6,288,74,13
10021009001,239,37,444,120,4
14804010001,240,2,192,39,20
10033066001,241,6,288,61,11
10024007001,242,1,264,60,60
10040023001,243,11,440,110,10
14521158001,244,1,96,12,12
14804002001,245,4,288,57,15
14504027001,246,3,270,51,17
10002003001,247,6,288,65,11
14500014001,248,9,72,19,3
14244016001,249,4,48,11,3
14505021001,250,2,180,39,20
11103090001,251,10,60,15,2
10001014001,252,2,240,54,27
12221012001,253,5,75,18,4
10014033001,254,4,576,130,33
14020015001,255,4,48,10,3
10031016001,256,4,768,174,44
14010027001,257,3,216,48,16
10013005001,258,3,576,119,40
14130009001,259,4,32,8,2
14121062001,260,3,36,8,3
14506056001,261,2,24,6,3
14000040001,262,4,48,10,3
14003009001,263,2,40,10,5
12201898001,264,38,1444,393,11
14012019001,265,2,36,7,4
14020006001,266,4,24,6,2
14505020001,267,2,180,34,17
10032064001,268,3,576,115,39
14506001001,269,3,72,21,7
10000003001,270,3,288,59,20
14615070001,271,12,144,41,4
10034017001,272,3,432,113,38
14130042001,273,3,36,7,3
14353019001,274,12,72,17,2
10030011001,275,6,288,68,12
10002071001,276,3,144,24,8
12100039001,277,1,36,7,7
10012004001,278,15,360,103,7
10000004001,279,27,324,90,4
10033019001,280,12,144,34,3
14132052001,281,3,36,10,4
10002014001,282,3,288,67,23
10020041001,283,3,540,94,32
14502022001,284,4,192,43,11
10013012001,285,1,360,53,53
10012011001,286,5,720,167,34
10034027001,287,3,432,77,26
10040032001,288,11,792,226,21
12220013001,289,6,24,5,1
14511051001,290,4,52,10,3
14831022001,291,1,168,15,15
14121143001,292,2,40,8,4
12212033001,293,3,36,9,3
14101024001,294,3,36,7,3
12201001001,295,25,950,237,10
10001022001,296,3,144,36,12
14103018001,297,3,30,8,3
12201035001,298,20,760,190,10
14520068001,299,1,96,12,12
14833018001,300,2,48,8,4
10032055001,301,2,288,60,30
12201037001,302,22,836,233,11
10002944001,303,5,480,109,22
10040008001,304,20,240,61,4
14000033001,305,1,36,7,7
14010178001,306,2,40,8,4
14504008001,307,2,180,32,16
10014083001,308,2,72,18,9
14100012001,309,3,36,8,3
14023102001,310,1,36,7,7
10033044001,311,5,80,19,4
10033010001,312,10,240,62,7
14010094001,313,2,36,6,3
14500008001,314,39,936,283,8
10035028001,315,2,384,100,50
11103070001,316,4,48,10,3
10040019001,317,12,48,12,1
14200119001,318,2,24,5,3
12201065001,319,16,608,154,10
14500064001,320,2,180,35,18
14510041001,321,7,91,25,4
11061071001,322,1,20,4,4
14244014001,323,4,48,10,3
14501021001,324,4,384,88,22
10033016001,325,9,216,59,7
14840018001,326,1,144,18,18
14000010001,327,5,25,6,2
12000178001,328,2,48,7,4
10032020001,329,3,144,34,12
14503002001,330,1,90,16,16
15020046001,331,3,648,169,57
14001034001,332,2,40,9,5
10033014001,333,5,240,54,11
10034039001,334,2,288,68,34
12201123001,335,21,819,218,11
14110086001,336,2,30,5,3
11103050001,337,11,66,17,2
14020014001,338,3,30,6,2
10040048001,339,59,944,299,6
14131121001,340,2,24,6,3
15020920001,341,6,1296,347,58
14502023001,342,2,96,23,12
12201049001,343,17,629,155,10
14830002001,344,1,192,30,30
14204071001,345,1,24,5,5
14502029001,346,2,96,18,9
14001002001,347,2,36,6,3
14223094001,348,2,48,9,5
10002074001,349,2,48,12,6
14510175001,350,5,65,15,3
10033065001,351,8,192,50,7
14021054001,352,3,18,4,2
10030046001,353,5,240,62,13
11040010001,354,2,48,8,4
10034024001,355,3,288,63,21
10002025001,356,4,48,13,4
14615133001,357,31,372,117,4
14011078001,358,2,24,5,3
14100001001,359,2,24,5,3
14111134001,360,1,40,10,10
10002906001,361,3,144,26,9
14805017001,362,2,192,36,18
10022007001,363,3,288,72,24
10001005001,364,4,384,81,21
14620062001,365,2,48,12,6
12201120001,366,2,74,20,10
14010030001,367,2,40,9,5
14810012001,368,1,120,34,34
10040009001,369,17,204,53,4
12220010001,370,11,44,12,2
10021019001,371,2,336,79,40
14022029001,372,4,24,5,2
12201005001,373,19,703,194,11
10016015001,374,2,336,68,34
10014113001,375,2,192,44,22
12220005001,376,10,40,11,2
10033049001,377,6,96,25,5
10020011001,378,2,336,75,38
14311112001,379,6,48,14,3
14010150001,380,2,36,5,3
14244059001,381,1,60,7,7
10040042001,382,11,44,11,1
14510110001,383,3,39,7,3
10040041001,384,6,432,114,19
10021017001,385,5,240,56,12
14101004001,386,2,24,4,2
10024011001,387,4,192,43,11
14111002001,388,1,18,4,4
10031902001,389,7,168,39,6
10033006001,390,16,256,74,5
10033082001,391,4,192,51,13
14613019001,392,1,24,6,6
14111009001,393,2,24,5,3
10031011001,394,5,120,28,6
12210018001,395,6,222,50,9
10002040001,396,8,96,28,4
10040058001,397,9,432,108,12
10033027001,398,3,144,25,9
14804001001,399,1,120,25,25
14001009001,400,2,48,7,4
14011005001,401,1,12,3,3
14600013001,402,1,72,4,4
14504009001,403,2,180,31,16
14501037001,404,1,48,9,9
14010149001,405,1,16,3,3
10040010001,406,6,288,61,11
10030018001,407,6,96,24,4
14001138001,408,1,12,2,2
15022017001,409,2,384,70,35
14830005001,410,1,240,8,8
11103015001,411,2,24,5,3
14506898001,412,1,80,10,10
10040040001,413,8,32,7,1
14023295001,414,3,18,3,1
14104079001,415,2,48,9,5
14506067001,416,1,96,7,7
11103137001,417,9,108,30,4
14620042001,418,7,84,25,4
10033020001,419,5,80,18,4
14830001001,420,1,120,9,9
12201042001,421,20,740,206,11
14003054001,422,2,24,3,2
11103134001,423,7,28,7,1
14831009001,424,1,216,31,31
14500024001,425,6,144,35,6
14010097001,426,3,18,4,2
14105129001,427,1,18,3,3
14501058001,428,3,72,13,5
15023013001,429,1,192,45,45
14244918001,430,1,36,4,4
12011033001,431,3,36,9,3
10035006001,432,1,168,37,37
14510218001,433,3,39,11,4
14011042001,434,1,20,4,4
10031019001,435,3,144,34,12
14020009001,436,1,12,3,3
15021003001,437,2,384,77,39
14023164001,438,2,12,2,1
14121015001,439,1,20,4,4
10040066001,440,9,360,89,10
14502021001,441,1,48,7,7
11074015002,442,1,72,4,4
10052020001,443,1,24,4,4
14132074001,444,1,12,3,3
14505125001,445,1,90,17,17
14241042001,446,1,30,4,4
12201083001,447,51,1887,604,12
11070001001,448,2,48,7,4
14501928001,449,1,90,19,19
14810005001,450,1,72,8,8
14022167001,451,1,36,4,4
14101074001,452,2,20,4,2
14001092001,453,2,24,3,2
10002072001,454,3,36,7,3
31502006001,455,1,24,5,5
14502016001,456,1,90,18,18
14023014001,457,1,24,6,6
12212005001,458,2,48,6,3
10002073001,459,2,192,31,16
11101014001,460,3,36,6,2
11101028001,461,2,24,6,3
11103094001,462,7,42,10,2
14001007001,463,1,48,8,8
14244999001,464,1,18,3,3
14501065001,465,5,120,30,6
12100026001,466,1,72,9,9
10041032001,467,2,96,18,9
10035013001,468,3,144,32,11
14620908001,469,1,24,6,6
10030045001,470,2,96,22,11
14612075001,471,2,24,5,3
14501084001,472,1,90,9,9
14023129001,473,1,32,4,4
12200017001,474,5,205,52,11
10035010001,475,3,144,33,11
14520067001,476,1,96,4,4
14830072001,477,1,168,15,15
15023017001,478,2,336,86,43
10020015001,479,2,240,35,18
14830045001,480,1,144,6,6
14011004001,481,1,12,3,3
14510123001,482,2,26,6,3
10041039001,483,2,96,21,11
14111038001,484,1,24,2,2
14850034001,485,11,11,3,1
12103027001,486,1,144,13,13
14502080001,487,1,90,16,16
14612088001,488,1,36,3,3
10000013001,489,2,240,58,29
14121006001,490,1,10,3,3
14204086001,491,1,40,4,4
10040027001,492,4,240,60,15
14506099001,493,1,20,2,2
11050012001,494,1,24,3,3
14370003001,495,1,40,5,5
14001104001,496,1,12,3,3
15024014001,497,1,168,23,23
14506142001,498,1,32,6,6
14506100001,499,2,96,18,9
14110024001,500,1,8,2,2
14822063001,501,1,144,18,18
14010055001,502,1,24,3,3
14360022001,503,1,12,2,2
12105009001,504,1,18,4,4
14506060001,505,1,12,2,2
10033001001,506,4,192,42,11
14240005001,507,1,12,3,3
14361010001,508,1,12,2,2
14315016001,509,1,16,3,3
10034016001,510,4,96,25,7
14503048001,511,1,36,2,2
14615082001,512,1,24,5,5
11111019001,513,2,16,2,1
10015008001,514,2,24,4,2
14851072001,515,3,18,4,2
14223080001,516,1,20,2,2
14023126001,517,1,32,6,6
14303933001,518,1,12,1,1
14506143001,519,1,48,8,8
14506005001,520,1,24,3,3
10035003001,521,4,48,13,4
12201048001,522,5,185,43,9
14830073001,523,1,168,10,10
14500012001,524,1,24,6,6
14315017001,525,1,16,4,4
10041003001,526,4,96,21,6
14510101001,527,1,13,2,2
14601030001,528,1,36,2,2
14361082001,529,1,12,2,2
14001028001,530,2,20,3,2
14505911001,531,3,108,22,8
14600011001,532,1,96,2,2
12103008001,533,1,24,1,1
10032001001,534,5,120,33,7
14833052001,535,1,216,6,6
14850093001,536,9,9,2,1
14220140001,537,1,48,3,3
10016014001,538,3,288,59,20
14840022001,539,1,168,17,17
14631018001,540,1,96,5,5
11103098001,541,3,18,3,1
10030030001,542,2,48,11,6
14506159001,543,1,12,1,1
31567052001,544,1,36,2,2
10040111001,545,10,120,30,3
14204021001,546,1,40,4,4
14506887001,547,1,90,6,6
12011113001,548,1,24,3,3
14506008001,549,1,48,9,9
14330011001,550,2,12,2,1
11103176001,551,4,16,4,1
14630022001,552,1,36,2,2
11050076001,553,1,8,2,2
14000015001,554,3,15,3,1
14501052001,555,1,90,20,20
14620114001,556,1,24,3,3
11103096001,557,3,18,5,2
11103095001,558,5,20,5,1
14203083001,559,1,20,2,2
14303934001,560,1,24,2,2
11074015001,561,1,72,3,3
14244933001,562,1,24,3,3
14613009001,563,1,24,3,3
12202039001,564,7,28,7,1
14224003001,565,1,30,2,2
11110085001,566,2,24,3,2
15022009001,567,1,120,13,13
10002942001,568,1,96,18,18
15021060001,569,1,216,18,18
10002917001,570,3,36,7,3
14204055001,571,1,40,2,2
14226009001,572,1,30,3,3
14226007001,573,1,30,2,2
14811004001,574,1,72,4,4
11073902001,575,1,48,3,3
10011021001,576,1,192,23,23
14022041001,577,1,6,1,1
11050040002,578,2,12,2,1
15022015001,579,1,120,16,16
14132116001,580,1,20,2,2
11022051001,581,2,24,6,3
30052113001,582,1,60,4,4
14110019001,583,1,20,3,3
14511011001,584,1,13,3,3
14610011001,585,5,30,6,2
14330019001,586,2,12,3,2
10034007001,587,1,48,8,8
10040016001,588,4,160,35,9
15023004001,589,1,168,40,40
14615038001,590,2,12,2,1
14203062001,591,1,40,1,1
14203032001,592,1,12,2,2
14311027001,593,2,16,2,1
14111004001,594,1,48,3,3
14311058001,595,2,18,5,3
14121112001,596,1,24,2,2
14243040001,597,1,84,3,3
14833020001,598,1,168,13,13
14204126001,599,1,20,3,3
10052035001,600,1,24,2,2
14600898001,601,1,72,1,1
14133028001,602,1,24,3,3
14131026001,603,1,12,1,1
14121061001,604,1,10,2,2
11074003001,605,1,72,3,3
14110003001,606,1,32,2,2
14501899001,607,1,48,6,6
12011114001,608,1,24,4,4
10041135001,609,1,48,10,10
12120063001,610,1,41,6,6
14521178001,611,1,120,1,1
12123076001,612,1,24,4,4
14833035001,613,1,192,6,6
10020036001,614,2,96,21,11
10033017001,615,3,72,13,5
14506089001,616,1,64,11,11
14242037001,617,1,20,2,2
14506352001,618,1,100,8,8
14023035001,619,1,12,2,2
14613908001,620,2,12,3,2
14244898001,621,1,120,7,7
14521181001,622,1,120,1,1
12201051001,623,2,66,15,8
14121075001,624,1,36,2,2
10100132001,625,1,96,10,10
14000100001,626,1,12,2,2
10034033001,627,2,96,13,7
11050060001,628,4,16,4,1
11010042001,629,2,16,3,2
14506109001,630,1,12,2,2
31424002001,631,1,60,3,3
12212900001,632,1,240,9,9
11022007001,633,1,24,2,2
14805010001,634,1,96,10,10
14011041001,635,1,20,3,3
11050033001,636,1,8,2,2
14200011001,637,1,40,3,3
14020960001,638,2,12,2,1
12221008001,639,4,132,34,9
41522003001,640,10,10,3,1
14242155001,641,1,40,2,2
14503004001,642,1,60,6,6
14621005001,643,1,36,3,3
14210120001,644,1,60,3,3
14020030001,645,1,12,2,2
12106028001,646,1,144,2,2
14010293001,647,1,24,2,2
14340006001,648,1,60,1,1
14121105001,649,1,24,1,1
11050011001,650,1,36,7,7
12210005001,651,4,132,37,10
14121064001,652,1,24,2,2
14102010001,653,1,24,2,2
14242056001,654,1,20,2,2
14361036001,655,1,12,3,3
11040030001,656,1,24,5,5
14104148001,657,1,40,2,2
14841002001,658,1,168,5,5
10014898001,659,2,96,14,7
14011023001,660,1,12,2,2
14613007001,661,2,24,5,3
14001039001,662,1,24,3,3
14243166001,663,1,24,2,2
14204044001,664,1,40,2,2
14601001001,665,1,48,7,7
14620110001,666,1,60,2,2
10010019001,667,1,126,19,19
14833042001,668,1,240,8,8
14000066001,669,1,8,2,2
14600025001,670,1,96,2,2
11032218001,671,1,12,2,2
14202017001,672,1,48,2,2
14112053001,673,1,10,1,1
10020042001,674,2,96,20,10
14001035001,675,1,36,4,4
10034046001,676,3,48,10,4
14521166001,677,1,72,2,2
14621045001,678,1,24,3,3
14506174001,679,1,80,8,8
12122013001,680,1,94,13,13
12120053001,681,1,36,7,7
14104060001,682,1,24,1,1
12212910001,683,1,61,6,6
14000055001,684,1,12,2,2
14204010001,685,1,120,21,21
12000059001,686,2,24,5,3
14805006001,687,1,96,13,13
14810002001,688,1,72,6,6
14811006001,689,1,72,7,7
12121005001,690,1,91,4,4
14830007001,691,1,144,7,7
14241031001,692,1,60,2,2
31420009001,693,1,60,2,2
14241030001,694,1,40,2,2
12100011001,695,1,96,3,3
12104003001,696,1,288,29,29
14204078001,697,1,36,2,2
14370025001,698,1,24,3,3
14000117001,699,1,12,2,2
10023106001,700,1,12,2,2
14315003001,701,1,24,2,2
14505003001,702,1,40,8,8
11072001001,703,1,24,5,5
14505139001,704,1,120,6,6
14506096001,705,1,20,1,1
14202009001,706,1,20,2,2
14001086001,707,1,12,2,2
14021036001,708,1,12,1,1
10033073001,709,7,84,22,4
14010186001,710,1,16,2,2
14203048001,711,1,30,1,1
14220005001,712,1,36,2,2
14104011001,713,1,12,2,2
12122020001,714,1,48,8,8
12123019001,715,1,127,10,10
14011015001,716,1,12,2,2
14220078001,717,1,40,1,1
10052011001,718,1,24,2,2
10030019001,719,3,144,30,10
14822008001,720,1,96,2,2
14602023001,721,1,300,1,1
14600021001,722,1,72,2,2
14010050001,723,3,135,27,9
14244919001,724,1,36,2,2
14244929001,725,1,36,2,2
14613024001,726,1,12,2,2
14506314001,727,1,80,11,11
10041899001,728,6,144,42,7
14601003001,729,1,60,4,4
14510196001,730,1,13,2,2
10040082001,731,9,108,32,4
12000060001,732,2,24,3,2
14220071001,733,1,72,1,1
12102152001,734,1,36,2,2
12105034001,735,1,12,2,2
12120025001,736,1,73,4,4
10020008001,737,2,96,14,7
12201095001,738,29,174,47,2
10021042001,739,2,96,21,11
11071916001,740,1,312,2,2
14506004001,741,1,18,1,1
14632223001,742,1,36,1,1
14110163001,743,1,12,2,2
12327057001,744,2,10,2,1
10052017001,745,1,24,2,2
31500025002,746,1,30,2,2
11110089001,747,1,12,1,1
12210003001,748,7,28,8,2
11110060001,749,1,30,3,3
12100013001,750,1,96,2,2
11042008001,751,1,30,1,1
14133007001,752,1,24,2,2
14131074001,753,1,48,3,3
14360026001,754,1,20,1,1
14227005001,755,2,12,2,1
14222897001,756,1,72,7,7
14121129001,757,1,36,2,2
14121093001,758,1,36,2,2
14133027001,759,1,24,2,2
14201013001,760,1,20,2,2
14506281001,761,1,72,10,10
12122016001,762,1,72,2,2
14850125001,763,6,6,1,1
14833056001,764,1,168,12,12
14506126001,765,1,48,4,4
15021047001,766,1,144,26,26
10024014001,767,2,96,24,12
14616019001,768,1,6,1,1
14021035001,769,1,45,4,4
11050065002,770,1,24,1,1
14202013001,771,1,30,2,2
14611899001,772,1,12,1,1
14001084001,773,1,12,1,1
14001085001,774,1,12,1,1
14002021001,775,1,36,1,1
14833086001,776,1,32,2,2
12010037001,777,1,288,9,9
12020232001,778,1,108,2,2
31602045001,779,1,192,2,2
11071001001,780,1,36,2,2
14111005001,781,1,24,2,2
10010042001,782,1,336,13,13
14104200001,783,1,12,2,2
14502031001,784,1,96,4,4
14361162001,785,1,12,3,3
12103030001,786,1,192,4,4
10014080001,787,1,72,6,6
14611020001,788,1,24,1,1
14210051001,789,1,60,2,2
12120038001,790,1,96,7,7
14242149001,791,1,24,1,1
14223178001,792,1,60,1,1
10020025001,793,1,144,14,14
14204025001,794,1,40,2,2
11050019002,795,1,24,2,2
10014086001,796,2,96,27,14
12210011001,797,20,80,22,2
14616013001,798,1,36,3,3
14102048001,799,1,36,1,1
14361007001,800,2,24,4,2
14501017001,801,2,32,8,4
10040050001,802,3,72,16,6
14331044001,803,1,6,1,1
14104097001,804,1,36,2,2
14370029001,805,1,40,1,1
14361027001,806,1,12,2,2
14361160001,807,1,12,2,2
14512899001,808,1,6,1,1
10014074001,809,1,96,18,18
14620903001,810,1,24,1,1
14850124001,811,6,6,2,1
14000051001,812,1,12,2,2
14700078001,813,1,48,1,1
10014029001,814,2,96,15,8
12101004001,815,1,192,2,2
14503010001,816,1,90,16,16
14240017001,817,1,24,2,2
11040039001,818,1,24,1,1
14832057001,819,1,216,5,5
14509036001,820,1,12,1,1
12000317001,821,1,24,1,1
14222087001,822,1,36,1,1
14510118001,823,1,13,2,2
14510068001,824,1,13,1,1
14020977001,825,1,60,2,2
14620051001,826,1,24,1,1
14361112001,827,1,12,2,2
31532100001,828,1,72,2,2
14120044001,829,1,24,1,1
14361041001,830,1,12,2,2
11050031001,831,1,24,2,2
12106097001,832,1,24,1,1
11041027001,833,1,48,1,1
14110002001,834,1,20,1,1
12010080001,835,1,288,7,7
12011056001,836,1,24,3,3
12011400001,837,1,12,2,2
11070045001,838,1,24,3,3
14501938001,839,1,36,5,5
41300016001,840,3,6,1,1
14521180001,841,1,120,1,1
14621038001,842,1,48,2,2
11032027001,843,1,24,2,2
10030021001,844,2,96,17,9
14202023001,845,1,30,1,1
11103058001,846,2,24,4,2
12202005001,847,8,24,6,1
10034012001,848,1,48,11,11
12123075001,849,1,24,2,2
14011043001,850,1,6,2,2
14010102001,851,1,12,2,2
14833075001,852,1,36,6,6
14200046001,853,1,40,1,1
14110011001,854,1,16,1,1
14521159001,855,1,96,3,3
12010059001,856,1,144,5,5
14311020001,857,1,12,2,2
14200049001,858,1,40,2,2
14300008001,859,1,36,1,1
12123897001,860,1,24,3,3
12120093001,861,1,118,2,2
14506044001,862,1,16,1,1
14102008001,863,1,24,1,1
14506225001,864,1,48,4,4
14105008001,865,1,120,3,3
12100027001,866,1,48,4,4
12212069001,867,3,24,5,2
14500081001,868,1,48,4,4
31500022004,869,1,60,2,2
14102007001,870,1,20,1,1
10000001001,871,2,48,9,5
11051044001,872,2,8,1,1
10014126001,873,1,96,19,19
10020019001,874,1,144,10,10
10034023001,875,2,96,17,9
14104102001,876,1,24,2,2
14352080001,877,1,20,2,2
14102025001,878,1,10,1,1
14101081001,879,1,24,1,1
14510010001,880,1,13,1,1
14850040001,881,6,6,1,1
14020019001,882,1,6,1,1
14501926001,883,1,90,8,8
14131044001,884,1,30,1,1
14522065001,885,1,96,1,1
14210079001,886,1,60,2,2
14510190001,887,1,13,2,2
12020165001,888,1,84,1,1
10023002001,889,2,8,1,1
14833058001,890,1,60,2,2
10000023001,891,1,24,5,5
11061070001,892,1,20,2,2
14370076001,893,1,1000,3,3
14602002001,894,1,174,1,1
14741039001,895,1,48,2,2
14022027001,896,1,45,3,3
14620119001,897,1,60,2,2
14023210001,898,1,13,2,2
11070024001,899,1,36,2,2
14833040001,900,1,36,2,2
14001027001,901,1,10,2,2
31603002001,902,1,84,3,3
14243041001,903,1,72,3,3
12020485001,904,1,144,1,1
12010042001,905,1,120,3,3
14820001001,906,1,72,1,1
14243133001,907,1,36,1,1
12010120001,908,1,84,2,2
12121089001,909,1,48,5,5
11103346001,910,1,12,1,1
12121091001,911,1,24,2,2
15021059001,912,1,120,12,12
11100018001,913,2,8,1,1
14001103001,914,1,12,3,3
14210005001,915,1,48,1,1
14833002001,916,1,36,1,1
10035036001,917,1,48,8,8
14104109001,918,1,24,1,1
14832033001,919,1,120,9,9
14511080001,920,1,13,2,2
14500017001,921,1,72,5,5
14001037001,922,1,24,1,1
35751019001,923,1,24,3,3
14203089001,924,1,24,1,1
