item_code,item_name,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,item_volume,item_unit,item_order_frequency,item_relative_importance,item_quantity_order_mean,item_quantity_order_std,item_quantity_order_total,item_quantity_order_unique,item_quantity_order_unique_frequency,item_class,item_initial_quantity_inventory,mean_daily_demand,std_daily_demand,cv,mean_hourly_demand,std_hourly_demand,burst_size,burst_size_var,n_act_per_day,adi,cv2,demand_pattern,cv_class,rop_global,slots_needed
10033043001,御茶園台灣四季春PET550ml,41.0,27.0,24.0,26568.0,14.3,24.0,1107.0,PCS,1043,0.070655489075182,9.284,11.864,9860,"[2, 4, 8, 12, 16, 18, 20, 22, 24, 28, 32, 48, 52, 64, 72, 96]","[6, 769, 73, 27, 13, 1, 6, 1, 106, 4, 2, 45, 2, 2, 4, 1]",A,876,437.4286,232.8417,0.5323,18.226190476190474,38.421803945945385,43.33018867924528,2426.260126978449,10.095238095238095,1.0,0.2833,smooth,1,108,19
14020026001,卡迪那95度C 北海道薯條-鹽味,42.0,22.0,13.0,12012.0,2.11,12.0,1001.0,PCS,881,0.0833052782453625,2.01,1.941,1821,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 15]","[537, 187, 69, 38, 27, 14, 6, 7, 7, 7, 6, 1]",A,173,85.9524,51.245,0.5962,3.5813492063492065,7.613510106921132,9.16243654822335,97.36123484926961,9.380952380952381,1.0,0.3555,smooth,1,21,4
14112013001,義美巧克力小泡芙 (三入),40.0,28.0,31.0,34720.0,3.33,10.0,3472.0,PCS,857,0.0862052299128347,1.737,2.003,1530,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 20, 30]","[606, 167, 44, 24, 7, 9, 3, 2, 3, 4, 1, 9, 1, 1]",A,145,64.0,38.9667,0.6089,2.6666666666666665,7.037813233479835,6.857142857142857,98.88205128205125,9.333333333333334,1.0,0.3707,smooth,1,19,15
10002018001,黑松沙士330ml,41.0,27.0,12.0,13284.0,9.27,24.0,553.5,PCS,816,0.0917518041365977,16.046,13.619,13302,"[1, 5, 6, 12, 18, 23, 24, 30, 36, 48, 54, 60, 72, 120]","[3, 2, 395, 117, 13, 1, 210, 5, 3, 75, 2, 1, 1, 1]",A,1184,625.4286,273.9636,0.438,26.05952380952381,49.00168809291873,59.42986425339367,3497.72801316331,10.523809523809524,1.0,0.1919,smooth,0,140,13
14831007001,同榮特選燒鰻(易開罐)100g,32.0,23.0,17.0,12512.0,7.92,48.0,260.7,PCS,810,0.0944517591373477,8.347,15.162,6861,"[3, 6, 9, 12, 15, 21, 24, 27, 30, 36, 39, 48, 57, 60, 87, 96, 108, 144]","[446, 184, 63, 81, 1, 1, 1, 1, 3, 1, 1, 22, 1, 5, 1, 5, 2, 3]",A,797,325.8571,220.5244,0.6768,13.577380952380953,41.297951998255485,33.70935960591133,3564.920060478952,9.666666666666666,1.0,0.458,smooth,1,110,5
14502014001,來一客-肉燥菠菜 67g,46.0,33.0,20.0,30360.0,3.0,24.0,1265.0,PCS,799,0.0971150480825319,4.14,1.554,3333,"[3, 6, 12, 18]","[505, 298, 1, 1]",A,306,158.0,86.0343,0.5445,6.583333333333333,12.954308754547693,16.185365853658535,257.6027259684361,9.761904761904763,1.0,0.2965,smooth,1,37,13
14505013001,維力炸醬麵(包) 90g,35.0,32.0,14.0,15680.0,3.3,30.0,522.7,PCS,797,0.0997716704721587,12.473,12.556,10215,"[5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 70]","[417, 236, 1, 5, 4, 121, 3, 3, 1, 3, 1, 23, 1]",A,963,484.2857,214.9319,0.4438,20.178571428571427,41.94059816569004,47.52336448598131,2848.297573603614,10.19047619047619,1.0,0.197,smooth,0,118,11
14000057001,鴻津太國捲(蛋奶素),52.0,32.0,28.0,46592.0,4.41,10.0,4659.2,PCS,791,0.1024182930284495,1.487,1.195,1203,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12]","[612, 111, 44, 15, 12, 3, 5, 3, 2, 1, 1]",A,119,55.2381,30.1113,0.5451,2.3015873015873014,5.5339470579394785,6.0732984293193715,58.047230642050145,9.095238095238095,1.0,0.2972,smooth,1,15,12
14102249001,義美杏仁巧克力酥片（黑可可）,51.0,21.0,34.0,36414.0,4.54,10.0,3641.4,PCS,765,0.1049749170847152,1.571,1.521,1227,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 21]","[573, 132, 28, 16, 7, 7, 6, 4, 2, 4, 1, 1]",A,125,56.3333,36.5737,0.6492,2.3472222222222223,5.9993763942184195,6.721590909090909,73.88204545454545,8.380952380952381,1.0,0.4215,smooth,1,16,13
10021008001,舒跑TP250ml,35.0,20.0,11.0,7700.0,6.58,24.0,320.8,PCS,754,0.1074948750854152,36.602,35.575,28440,"[6, 12, 18, 24, 30, 48, 72, 96, 144, 624, 720]","[3, 1, 3, 442, 2, 302, 13, 8, 1, 1, 1]",A,2255,1283.4286,914.5364,0.7126,53.476190476190474,120.47802167338828,152.27118644067798,26353.97149460706,8.428571428571429,1.0,0.5078,erratic,1,252,14
14821003001,愛之味珍保玉筍120g,36.0,24.0,19.0,16416.0,12.8,48.0,342.0,PCS,753,0.1100048332527791,4.706,3.543,3567,"[3, 6, 9, 12, 30, 33, 36, 39]","[509, 154, 46, 44, 1, 1, 2, 1]",A,341,169.4286,70.8319,0.4181,7.059523809523809,14.977399427463036,17.35609756097561,373.52453371592543,9.761904761904763,1.0,0.1748,smooth,0,42,3
14011003001,奇多隨口脆-家常起司,43.0,33.0,20.0,28380.0,2.32,6.0,4730.0,PCS,743,0.117441375977067,1.48,1.262,1119,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[573, 115, 29, 16, 9, 4, 1, 1, 2, 4, 1, 1]",A,93,52.9048,37.5245,0.7093,2.2043650793650795,4.921238589837134,5.878306878306878,43.086175841495006,9.0,1.0,0.5031,erratic,1,10,8
10035035001,愛之味麥仔茶 TP250ml,35.0,20.0,11.0,7700.0,6.57,24.0,320.8,PCS,742,0.1149647505874902,28.795,20.983,22806,"[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 30, 34, 36, 42, 48, 54, 72, 78, 96, 240]","[1, 3, 153, 1, 1, 25, 2, 1, 27, 3, 1, 344, 6, 1, 2, 2, 168, 1, 28, 4, 17, 1]",A,2151,1062.2857,534.6349,0.5033,44.26190476190476,95.48434060794914,104.24299065420561,15248.466499934191,10.19047619047619,1.0,0.2533,smooth,1,266,13
14502011001,來一客-京燉肉骨 71g,45.0,33.0,20.0,29700.0,3.0,24.0,1237.5,PCS,715,0.1222412959784003,8.468,11.861,6258,"[3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 36, 39, 48, 54, 72, 168]","[408, 191, 5, 7, 4, 1, 2, 93, 4, 1, 2, 1, 15, 1, 3, 1]",A,579,274.1429,179.0386,0.6531,11.422619047619047,26.74944424992109,28.785,1306.3203768844228,9.523809523809524,1.0,0.4265,smooth,1,74,13
10031013001,統一麥香紅茶TP375ml,40.0,20.0,14.0,11200.0,9.82,24.0,466.7,PCS,713,0.1246179230346161,18.692,13.908,13608,"[6, 12, 18, 24, 30, 36, 42, 48, 60, 72, 84, 96]","[255, 100, 13, 286, 2, 3, 2, 55, 1, 9, 1, 1]",A,1275,641.1429,360.9203,0.5629,26.714285714285715,55.60494809609211,65.35922330097087,5048.367890125505,9.80952380952381,1.0,0.3169,smooth,1,156,11
14840003001,大茂大土豆麵筋170g,31.0,23.0,23.0,16399.0,11.19,48.0,341.6,PCS,712,0.1269945500908318,7.463,12.069,5590,"[1, 2, 3, 4, 6, 8, 9, 10, 12, 13, 15, 18, 21, 22, 24, 26, 30, 33, 36, 39, 41, 42, 44, 48, 57, 59, 65, 84, 96, 108]","[4, 4, 419, 3, 211, 1, 23, 2, 25, 1, 1, 3, 1, 1, 4, 1, 5, 2, 1, 3, 1, 1, 1, 23, 1, 1, 1, 1, 3, 1]",A,538,256.7619,189.028,0.7362,10.698412698412698,34.80185773274776,28.989247311827956,2759.967451322289,8.857142857142858,1.0,0.542,erratic,1,68,4
14840006001,愛之味土豆麵筋170g,42.0,29.0,20.0,24360.0,17.32,48.0,507.5,PCS,706,0.129354510758154,4.967,7.462,3561,"[3, 6, 9, 12, 15, 21, 120, 150]","[481, 142, 43, 46, 1, 2, 1, 1]",A,301,154.4286,62.0545,0.4018,6.434523809523809,12.833219759478064,15.666666666666666,256.79611650485424,9.857142857142858,1.0,0.1615,smooth,0,36,4
14501010001,來一客-牛肉蔬菜 65g,45.0,34.0,21.0,32130.0,3.0,24.0,1338.8,PCS,700,0.1198413359777337,6.763,8.515,5052,"[3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 33, 39, 48]","[455, 196, 4, 6, 4, 5, 4, 53, 1, 1, 1, 1, 16]",A,334,194.5714,160.5134,0.825,8.107142857142858,17.216214459905288,22.45054945054945,499.89533118814893,8.666666666666666,1.0,0.6806,erratic,1,36,14
10034042001,光泉茉莉蜜茶TP250ml,34.0,20.0,11.0,7480.0,6.64,24.0,311.7,PCS,700,0.1340377660372327,25.302,15.017,17838,"[6, 12, 18, 24, 30, 48, 96]","[142, 30, 3, 378, 2, 145, 5]",A,1729,845.4286,249.7968,0.2955,35.226190476190474,77.45194385507604,86.60487804878049,10319.710760401716,9.761904761904763,1.0,0.0873,smooth,0,215,10
10032006001,立頓奶茶TP250ml,34.0,20.0,11.0,7480.0,6.61,24.0,311.7,PCS,694,0.136351060815653,27.177,19.371,19758,"[6, 12, 18, 24, 30, 36, 48, 54, 60, 66, 72, 84, 96]","[158, 46, 16, 322, 4, 1, 129, 1, 3, 4, 30, 1, 12]",A,1633,927.7143,712.487,0.768,38.654761904761905,87.45479864652954,91.89622641509433,13316.899132612005,10.095238095238095,1.0,0.5898,erratic,1,183,9
10010002001,波蜜果菜汁TP250ml,35.0,20.0,11.0,7700.0,6.63,24.0,320.8,PCS,693,0.1386610223162947,27.774,17.258,19692,"[6, 12, 18, 24, 30, 36, 48, 54, 72, 96]","[115, 32, 7, 371, 3, 3, 155, 1, 9, 13]",A,1841,928.0,482.7832,0.5202,38.666666666666664,80.07610693948911,101.5,10475.560209424082,9.142857142857142,1.0,0.2707,smooth,1,225,11
14611010001,得意的一天100％葵花油3.5L,42.0,29.0,33.0,40194.0,20.78,6.0,6699.0,PCS,690,0.1317044715921401,1.725,1.579,1218,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12]","[469, 143, 36, 18, 8, 17, 4, 4, 1, 1, 5]",A,100,51.2857,17.4159,0.3396,2.136904761904762,4.207243959228225,5.494897959183674,27.112794348508643,9.333333333333334,1.0,0.1153,smooth,0,12,17
14203017001,北海鱈魚香絲,53.0,34.0,33.0,59466.0,6.06,40.0,1486.7,PCS,683,0.14322427959534,1.769,1.641,1228,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 16, 20]","[420, 172, 55, 19, 7, 8, 1, 4, 3, 1, 2, 1, 1]",A,119,58.3333,25.0326,0.4291,2.4305555555555554,5.283149522362115,6.621621621621622,48.39952996474739,8.80952380952381,1.0,0.1842,smooth,0,15,3
14832021001,同榮茄汁鯖魚罐(黃) 230g,35.0,27.0,12.0,11340.0,7.2,24.0,472.5,PCS,681,0.1477642039299345,5.234,5.369,3690,"[1, 2, 3, 4, 6, 8, 9, 12, 18, 21, 24, 30, 33, 40, 48]","[5, 6, 452, 1, 140, 1, 48, 28, 2, 1, 13, 1, 2, 1, 4]",A,357,173.1429,59.0942,0.3413,7.214285714285714,16.115812045885992,18.0,454.8358208955228,9.619047619047619,1.0,0.1165,smooth,0,45,3
14102250001,義美杏仁巧克力酥片（牛奶巧克力）,51.0,21.0,34.0,36414.0,4.54,10.0,3641.4,PCS,677,0.1454942417626372,1.536,1.375,1054,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12]","[515, 92, 41, 16, 4, 7, 1, 2, 4, 1, 3]",A,101,47.8571,23.5187,0.4914,1.994047619047619,4.646763371073865,5.2894736842105265,39.94221665274297,9.047619047619047,1.0,0.2415,smooth,0,13,11
14131033001,77新貴派迷你巧克力,53.0,31.0,25.0,41075.0,5.6,15.0,2738.3,PCS,658,0.1543774270428826,1.283,0.712,929,"[1, 2, 3, 4, 5, 11]","[573, 120, 20, 5, 5, 1]",A,86,41.4286,24.5205,0.5919,1.7261904761904763,3.8958137000013062,4.860335195530726,27.570271797125102,8.523809523809524,1.0,0.3503,smooth,1,11,6
14505016001,來一客-韓式泡菜 67g,46.0,33.0,20.0,30360.0,3.0,24.0,1265.0,PCS,654,0.1521841302644956,6.139,6.678,4242,"[3, 6, 9, 12, 15, 18, 21, 24, 45, 48]","[411, 198, 8, 6, 5, 3, 2, 53, 2, 3]",A,323,182.7143,153.8591,0.8421,7.613095238095238,17.364159150526937,19.778350515463917,543.9557983013729,9.238095238095237,1.0,0.7091,erratic,1,36,14
10031001001,泰山冰鎮檸檬紅茶250ml,35.0,20.0,11.0,7700.0,6.6,24.0,320.8,PCS,654,0.1565573907101548,26.389,17.583,17628,"[2, 4, 6, 12, 14, 18, 20, 22, 24, 30, 34, 48, 60, 72, 96]","[2, 2, 147, 14, 1, 10, 1, 1, 336, 2, 1, 116, 1, 30, 4]",A,1715,838.0,376.9048,0.4498,34.916666666666664,76.92712334517013,88.87878787878788,10289.437009690813,9.428571428571429,1.0,0.2023,smooth,0,214,11
10021035001,舒跑TP250 6入,34.0,20.0,11.0,7480.0,6.56,4.0,1870.0,PCS,648,0.1630606156564057,4.79,3.397,3305,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 18]","[133, 64, 16, 272, 6, 10, 4, 108, 1, 6, 6, 58, 1, 4, 1]",A,325,156.7143,80.1618,0.5115,6.529761904761905,14.722452360993623,15.746411483253588,378.33442215679077,9.952380952380953,1.0,0.2616,smooth,1,41,11
10032013001,統一麥香奶茶TP375ml,40.0,20.0,14.0,11200.0,9.8,24.0,466.7,PCS,648,0.1609006516558057,18.333,15.198,12210,"[6, 12, 18, 24, 30, 36, 48, 60, 72, 240]","[233, 98, 11, 265, 1, 1, 52, 1, 3, 1]",A,1084,558.2857,255.2186,0.4571,23.261904761904763,46.05531786149044,56.63768115942029,3279.6690586745467,9.857142857142858,1.0,0.209,smooth,0,130,10
10000998001,可樂雪碧350ml*12入組,28.0,20.0,19.0,10640.0,4.8,1.0,10640.0,PCS,645,0.1695238412693121,1.308,0.509,850,"[1, 2, 3, 4]","[464, 173, 12, 1]",A,80,40.2381,22.8777,0.5686,1.6765873015873016,3.485352402854688,4.2462311557788945,19.893609461448662,9.476190476190476,1.0,0.3233,smooth,1,10,16
10031005001,御茶園特上紅茶250ml,35.0,20.0,11.0,7700.0,6.58,24.0,320.8,PCS,645,0.165217246379227,26.709,25.773,18456,"[6, 12, 18, 24, 30, 36, 42, 48, 66, 72, 120, 216, 534]","[132, 35, 24, 336, 4, 4, 2, 139, 1, 11, 1, 1, 1]",A,1680,834.0,427.1646,0.5122,34.75,74.18509573643117,91.69633507853403,9320.349407550295,9.095238095238095,1.0,0.2623,smooth,1,207,10
14112007001,義美牛奶小泡芙(三入),40.0,28.0,31.0,34720.0,3.65,10.0,3472.0,PCS,644,0.158737354377427,1.785,2.217,1171,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 20, 30]","[458, 119, 32, 11, 5, 7, 3, 4, 1, 6, 8, 1, 1]",A,111,48.7619,54.6963,1.1217,2.0317460317460316,7.668516626018559,9.570093457943925,206.22853112325862,5.095238095238095,1.2353,0.8283,erratic,2,15,12
10033018001,原萃綠茶玉露 Pet 580ml,37.0,25.0,24.0,22200.0,14.89,24.0,925.0,PCS,642,0.1499841669305511,18.552,18.365,12764,"[1, 3, 4, 5, 7, 8, 9, 12, 15, 16, 19, 20, 24, 28, 36, 44, 48, 52, 64, 72, 96, 120]","[2, 1, 239, 1, 1, 80, 1, 32, 1, 17, 1, 3, 212, 2, 4, 1, 72, 1, 1, 7, 4, 5]",A,994,507.8095,233.3872,0.4596,21.158730158730158,42.57467539821091,53.32,2858.1483417085424,9.523809523809524,1.0,0.2112,smooth,0,120,21
10032016001,御茶園特上奶茶250ml,35.0,20.0,11.0,7700.0,6.58,24.0,320.8,PCS,627,0.1716204729921168,27.304,20.562,17802,"[6, 12, 18, 24, 30, 36, 42, 48, 72, 240, 288]","[123, 33, 12, 312, 2, 3, 2, 148, 15, 1, 1]",A,1602,818.0,333.2423,0.4074,34.083333333333336,68.72760795653691,86.321608040201,7467.492005481956,9.476190476190476,1.0,0.166,smooth,0,194,10
10033004001,原萃日式綠茶580ml,37.0,25.0,24.0,22200.0,14.94,24.0,925.0,PCS,621,0.1673738771020483,20.645,17.537,13770,"[2, 4, 6, 8, 10, 12, 14, 16, 20, 22, 24, 28, 36, 44, 46, 48, 52, 60, 72, 96]","[4, 188, 1, 75, 2, 19, 1, 12, 4, 2, 248, 2, 2, 2, 1, 81, 2, 1, 15, 5]",A,1119,559.3333,207.9667,0.3718,23.305555555555557,49.06475099445627,58.43781094527363,3991.1673631840786,9.571428571428571,1.0,0.1382,smooth,0,137,24
15020047001,光泉全脂保久牛乳,32.0,15.0,13.0,6240.0,5.25,24.0,260.0,PCS,609,0.1736504391593473,37.673,28.799,24450,"[6, 12, 18, 24, 30, 48, 54, 60, 72, 84, 96, 120, 126, 144, 192]","[87, 32, 13, 261, 3, 130, 7, 5, 43, 14, 36, 13, 1, 3, 1]",A,2489,1128.8571,714.4392,0.6329,47.035714285714285,119.31693729364204,126.09574468085107,28271.541586073505,8.952380952380953,1.0,0.4005,smooth,1,325,12
10033025001,生活泡沫綠茶-微甜TP250ml,34.0,20.0,11.0,7480.0,6.45,24.0,311.7,PCS,603,0.1756604056599056,22.304,13.93,13962,"[6, 12, 18, 24, 30, 36, 48, 72, 96]","[160, 36, 9, 328, 6, 3, 76, 7, 1]",A,1380,661.1429,272.4662,0.4121,27.547619047619047,62.99662108933838,69.76884422110552,7121.178620374604,9.476190476190476,1.0,0.1698,smooth,0,174,8
14131047001,77新貴派18片盒裝-花生,59.0,27.0,22.0,35046.0,5.04,12.0,2920.5,PCS,583,0.1776037066048899,1.467,1.239,864,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 12]","[451, 81, 27, 14, 7, 3, 1, 1, 1, 3]",A,87,40.9524,25.4037,0.6203,1.7063492063492063,3.96017442497449,5.0,29.567251461988313,8.19047619047619,1.0,0.3848,smooth,1,11,8
14501012001,滿漢大餐蔥燒牛肉(碗) 192g,50.0,36.0,15.0,27000.0,3.0,12.0,2250.0,PCS,572,0.1814169763837269,2.892,1.266,1666,"[2, 4, 10, 12, 18]","[333, 240, 1, 1, 1]",A,163,78.8571,43.6924,0.5541,3.2857142857142856,7.307891802029725,9.251396648044693,95.41397275751683,8.523809523809524,1.0,0.307,smooth,1,20,7
10001006001,雪碧汽水330ml,40.0,28.0,12.0,13440.0,8.95,24.0,560.0,PCS,571,0.1795103414943084,17.499,18.934,10062,"[6, 12, 18, 24, 30, 36, 48, 72, 78, 96, 264]","[294, 54, 10, 144, 2, 3, 55, 8, 1, 3, 1]",A,982,466.2857,190.2212,0.4079,19.428571428571427,45.247176873839784,50.73575129533679,3766.851683937824,9.19047619047619,1.0,0.1664,smooth,0,125,11
10001009001,黑松沙士245ml,40.0,27.0,10.0,10800.0,6.77,24.0,450.0,PCS,570,0.1833202779953667,34.309,18.887,19968,"[2, 22, 24, 46, 48, 72, 96, 120, 240]","[4, 3, 379, 1, 158, 27, 4, 5, 1]",A,1689,926.8571,750.3014,0.8095,38.61904761904762,94.47293212797288,111.86206896551724,17709.483755232202,8.285714285714286,1.0,0.6553,erratic,1,194,15
14110015001,樂天蛋黃派,46.0,25.0,21.0,24150.0,2.78,12.0,2012.5,PCS,565,0.1870935484408593,1.732,1.593,987,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12]","[366, 130, 30, 18, 6, 8, 2, 2, 1, 1, 6]",A,98,46.9524,32.3071,0.6881,1.9563492063492063,4.432627913973485,5.387978142076503,35.711283252266846,8.714285714285714,1.0,0.4735,smooth,1,12,5
14021010001,卡迪那95度C 北海道薯條-海苔,42.0,32.0,13.0,17472.0,2.1,12.0,1456.0,PCS,561,0.1908468192196796,1.884,1.946,1087,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 16]","[372, 111, 38, 15, 12, 9, 3, 3, 2, 2, 2, 7, 1]",A,101,50.9524,22.8133,0.4477,2.123015873015873,4.3496241961644095,5.8469945355191255,30.394043115354584,8.714285714285714,1.0,0.2005,smooth,0,12,3
14501045001,來一客川辣牛肉 67g,45.0,34.0,21.0,32130.0,3.0,24.0,1338.8,PCS,559,0.1889768503858269,6.062,7.03,3492,"[3, 6, 18, 21, 24, 27, 48, 54]","[372, 145, 2, 1, 51, 1, 3, 1]",A,285,153.1429,139.1802,0.9088,6.380952380952381,16.275147670468037,18.80701754385965,548.6625386996905,8.142857142857142,1.0,0.826,erratic,1,33,12
14133023001,義美蛋捲量販盒-芝麻,44.0,26.0,34.0,38896.0,3.99,12.0,3241.3,PCS,552,0.1945500908318194,1.651,1.601,931,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[398, 104, 24, 11, 7, 2, 7, 2, 1, 3, 2, 3]",A,92,43.7619,20.1938,0.4614,1.8234126984126984,4.177303945227424,5.374269005847953,32.435569315445484,8.142857142857142,1.0,0.2129,smooth,0,12,8
14505009001,科學麵原味40gX12特規,26.0,18.0,12.0,5616.0,0.7,1.0,5616.0,PCS,549,0.1963867268878852,1.402,0.97,774,"[1, 2, 3, 4, 5, 10, 18]","[368, 174, 3, 4, 1, 1, 1]",A,73,35.2857,29.8214,0.8451,1.4702380952380953,3.2684872782874934,4.410714285714286,19.129704875962357,8.0,1.1667,0.4661,smooth,1,9,8
