item_code,item_id,n_slots,s_total,rop_global,rop_per_slot
31500029001,853,1,20,2,2
14620042001,854,2,20,4,2
14023164001,855,1,20,2,2
14111142001,856,1,20,1,1
14020009001,857,1,20,2,2
10033038001,858,2,40,9,5
14000021001,859,1,20,1,1
14121015001,860,1,20,3,3
10031019001,861,2,60,14,7
14613900001,862,1,20,3,3
14104108001,863,1,20,2,2
14132012001,864,1,20,2,2
15021003001,865,1,120,31,31
14204006001,866,1,20,2,2
14510153001,867,1,20,3,3
14011044001,868,1,20,2,2
14111011001,869,1,20,1,1
14001030001,870,1,20,2,2
31531002001,871,1,20,4,4
10033006001,872,3,40,10,4
11074015002,873,1,20,2,2
14120017001,874,1,20,2,2
14502021001,875,1,20,4,4
10024010001,876,1,100,43,43
14121022001,877,1,20,1,1
14021088001,878,1,20,2,2
14010025001,879,1,20,7,7
14112009001,880,1,20,1,1
14020013001,881,1,20,3,3
14510140001,882,1,20,3,3
14011014001,883,1,20,3,3
10052020001,884,1,20,2,2
14222095001,885,1,20,1,1
14132074001,886,1,20,1,1
10033020001,887,2,40,7,4
14111143001,888,1,20,1,1
11103375001,889,2,20,4,2
14244015001,890,1,20,2,2
14505125001,891,1,40,17,17
14822046001,892,1,40,7,7
14504012001,893,1,40,17,17
10040022001,894,3,120,30,10
14501031001,895,4,80,41,11
12220010001,896,2,20,2,1
10021021001,897,1,60,17,17
14001060001,898,1,20,5,5
10014051001,899,1,140,37,37
14204070001,900,1,20,2,2
14505106001,901,1,40,8,8
14010098001,902,1,20,2,2
14510103001,903,1,20,3,3
14023302001,904,1,20,2,2
11070001001,905,1,20,6,6
14241042001,906,1,20,2,2
14502002001,907,1,40,11,11
15023035001,908,4,240,147,37
14500032001,909,1,40,8,8
12120094001,910,1,20,3,3
14023003001,911,1,20,2,2
14810005001,912,1,20,4,4
11103134001,913,2,20,2,1
14011009001,914,1,20,1,1
14023310001,915,1,20,4,4
14501928001,916,1,40,11,11
10041033001,917,1,60,13,13
14521156001,918,1,20,3,3
14204125001,919,1,20,4,4
14204062001,920,1,20,1,1
31502006001,921,1,20,3,3
14200015001,922,1,20,2,2
10002012001,923,2,200,95,48
14613906001,924,1,20,3,3
12121004001,925,1,20,6,6
14022167001,926,1,20,4,4
14202001001,927,1,20,5,5
12301011001,928,1,20,1,1
