pod_id,pod_type,slot_id,slot_type,item,unusedColumn1,unusedColumn2,unusedColumn3,qty,max_qty,due_date,facing,pick_ind,item_weight,total_item_weight,slot_sequence,item_pod_inventory_level,item_warehouse_inventory_level,cumulative_pod_weight
5,3,18,5,896,0,0,0,20,20,99999,1,0,0.091,1.82,118,0.6,0.5,288.134
5,3,19,5,731,0,0,0,144,144,99999,1,0,0.271,39.024,119,0.5,0.4,327.158
6,3,0,5,0,0,0,0,0,0,99999,0,0,0.0,0.0,120,,,0.0
6,3,1,5,303,0,0,0,4,4,99999,0,0,6.195,24.78,121,0.5,0.4,24.78
6,3,2,5,955,0,0,0,3,3,99999,0,0,0.84,2.52,122,0.6,0.5,27.3
6,3,3,5,987,0,0,0,4,4,99999,0,0,1.0,4.0,123,0.6,0.5,31.3
6,3,4,5,984,0,0,0,4,4,99999,0,0,4.938,19.752,124,0.6,0.5,51.052
6,3,5,5,4,0,0,0,96,96,99999,0,0,0.417,40.032,125,0.4,0.3,91.084
6,3,6,5,1483,0,0,0,24,24,99999,0,0,0.461,11.064,126,0.6,0.5,102.148
6,3,7,5,159,0,0,0,10,10,99999,0,0,1.0,10.0,127,0.4,0.3,112.148
6,3,8,5,1579,0,0,0,60,60,99999,0,0,0.058,3.48,128,0.6,0.5,115.628
6,3,9,5,836,0,0,0,16,16,99999,0,0,0.468,7.488,129,0.6,0.5,123.116
6,3,10,5,1768,0,0,0,91,91,99999,1,0,0.068,6.188,130,0.6,0.5,129.304
6,3,11,5,1879,0,0,0,216,216,99999,1,0,0.219,47.304,131,0.6,0.5,176.608
6,3,12,5,1139,0,0,0,12,12,99999,1,0,1.867,22.404,132,0.6,0.5,199.012
6,3,13,5,1618,0,0,0,60,60,99999,1,0,0.34,20.4,133,0.6,0.5,219.412
6,3,14,5,372,0,0,0,3,3,99999,1,0,0.88,2.64,134,0.5,0.4,222.052
6,3,15,5,1458,0,0,0,12,12,99999,1,0,0.1,1.2,135,0.6,0.5,223.252
6,3,16,5,26,0,0,0,12,12,99999,1,0,2.218,26.616,136,0.4,0.3,249.868
6,3,17,5,54,0,0,0,24,24,99999,1,0,0.176,4.224,137,0.4,0.3,254.092
6,3,18,5,1702,0,0,0,96,96,99999,1,0,0.061,5.856,138,0.6,0.5,259.948
6,3,19,5,1679,0,0,0,24,24,99999,1,0,0.972,23.328,139,0.6,0.5,283.276
7,3,0,5,1106,0,0,0,12,12,99999,0,0,0.146,1.752,140,0.6,0.5,1.752
7,3,1,5,1849,0,0,0,240,240,99999,0,0,0.106,25.44,141,0.6,0.5,27.192
7,3,2,5,1447,0,0,0,4,4,99999,0,0,4.365,17.46,142,0.6,0.5,44.652
7,3,3,5,1647,0,0,0,144,144,99999,0,0,0.115,16.56,143,0.6,0.5,61.212
7,3,4,5,641,0,0,0,48,48,99999,0,0,0.621,29.808,144,0.5,0.4,91.02
7,3,5,5,864,0,0,0,2,2,99999,0,0,7.23,14.46,145,0.6,0.5,105.48
7,3,6,5,414,0,0,0,168,168,99999,0,0,0.212,35.616,146,0.5,0.4,141.096
7,3,7,5,159,0,0,0,10,10,99999,0,0,1.0,10.0,147,0.4,0.3,151.096
7,3,8,5,1730,0,0,0,8,8,99999,0,0,0.501,4.008,148,0.6,0.5,155.104
7,3,9,5,36,0,0,0,216,216,99999,0,0,0.219,47.304,149,0.4,0.3,202.408
7,3,10,5,773,0,0,0,33,33,99999,1,0,0.2,6.6,150,0.5,0.4,209.008
7,3,11,5,432,0,0,0,4,4,99999,1,0,5.442,21.768,151,0.5,0.4,230.776
7,3,12,5,100,0,0,0,48,48,99999,1,0,0.645,30.96,152,0.4,0.3,261.736
7,3,13,5,23,0,0,0,192,192,99999,1,0,0.277,53.184,153,0.4,0.3,314.92
7,3,14,5,1366,0,0,0,8,8,99999,1,0,2.975,23.8,154,0.6,0.5,338.72
7,3,15,5,147,0,0,0,10,10,99999,1,0,1.0,10.0,155,0.4,0.3,348.72
7,3,16,5,1227,0,0,0,20,20,99999,1,0,0.21,4.2,156,0.6,0.5,352.92
7,3,17,5,809,0,0,0,4,4,99999,1,0,0.58,2.32,157,0.6,0.5,355.24
7,3,18,5,52,0,0,0,24,24,99999,1,0,0.15,3.6,158,0.4,0.3,358.84
7,3,19,5,363,0,0,0,1,1,99999,1,0,15.0,15.0,159,0.5,0.4,373.84
8,3,0,5,704,0,0,0,168,168,99999,0,0,0.226,37.968,160,0.5,0.4,37.968
8,3,1,5,1167,0,0,0,24,24,99999,0,0,1.512,36.288,161,0.6,0.5,74.256
8,3,2,5,424,0,0,0,32,32,99999,0,0,0.179,5.728,162,0.5,0.4,79.984
8,3,3,5,450,0,0,0,72,72,99999,0,0,0.072,5.184,163,0.5,0.4,85.168
8,3,4,5,281,0,0,0,1,1,99999,0,0,15.0,15.0,164,0.5,0.4,100.168
8,3,5,5,40,0,0,0,24,24,99999,0,0,0.134,3.216,165,0.4,0.3,103.384
8,3,6,5,204,0,0,0,39,39,99999,0,0,1.0,39.0,166,0.4,0.3,142.384
8,3,7,5,1461,0,0,0,24,24,99999,0,0,0.224,5.376,167,0.6,0.5,147.76
8,3,8,5,696,0,0,0,37,37,99999,0,0,0.2,7.4,168,0.5,0.4,155.16
8,3,9,5,299,0,0,0,6,6,99999,0,0,0.708,4.248,169,0.5,0.4,159.408
8,3,10,5,132,0,0,0,72,72,99999,1,0,0.156,11.232,170,0.4,0.3,170.64
8,3,11,5,1286,0,0,0,60,60,99999,1,0,0.182,10.92,171,0.6,0.5,181.56
8,3,12,5,112,0,0,0,41,41,99999,1,0,0.2,8.2,172,0.4,0.3,189.76
8,3,13,5,817,0,0,0,12,12,99999,1,0,0.368,4.416,173,0.6,0.5,194.176
8,3,14,5,845,0,0,0,12,12,99999,1,0,0.257,3.084,174,0.6,0.5,197.26
8,3,15,5,9,0,0,0,120,120,99999,1,0,0.282,33.84,175,0.4,0.3,231.1
8,3,16,5,138,0,0,0,90,90,99999,1,0,0.1,9.0,176,0.4,0.3,240.1
8,3,17,5,108,0,0,0,48,48,99999,1,0,0.58,27.84,177,0.4,0.3,267.94
8,3,18,5,511,0,0,0,48,48,99999,1,0,0.52,24.96,178,0.5,0.4,292.9
8,3,19,5,56,0,0,0,48,48,99999,1,0,0.624,29.952,179,0.4,0.3,322.852
9,3,0,5,1623,0,0,0,12,12,99999,0,0,2.127,25.524,180,0.6,0.5,25.524
9,3,1,5,987,0,0,0,4,4,99999,0,0,1.0,4.0,181,0.6,0.5,29.524
9,3,2,5,416,0,0,0,36,36,99999,0,0,0.233,8.388,182,0.5,0.4,37.912
9,3,3,5,792,0,0,0,6,6,99999,0,0,0.767,4.602,183,0.6,0.5,42.514
9,3,4,5,1670,0,0,0,24,24,99999,0,0,0.892,21.408,184,0.6,0.5,63.922
9,3,5,5,1346,0,0,0,40,40,99999,0,0,0.098,3.92,185,0.6,0.5,67.842
9,3,6,5,36,0,0,0,216,216,99999,0,0,0.219,47.304,186,0.4,0.3,115.146
9,3,7,5,953,0,0,0,13,13,99999,0,0,1.5,19.5,187,0.6,0.5,134.646
9,3,8,5,196,0,0,0,38,38,99999,0,0,0.2,7.6,188,0.4,0.3,142.246
9,3,9,5,1121,0,0,0,12,12,99999,0,0,0.432,5.184,189,0.6,0.5,147.43
9,3,10,5,1245,0,0,0,36,36,99999,1,0,0.745,26.82,190,0.6,0.5,174.25
9,3,11,5,938,0,0,0,6,6,99999,1,0,0.428,2.568,191,0.6,0.5,176.818
9,3,12,5,229,0,0,0,37,37,99999,1,0,0.2,7.4,192,0.4,0.3,184.218
9,3,13,5,181,0,0,0,12,12,99999,1,0,2.333,27.996,193,0.4,0.3,212.214
9,3,14,5,265,0,0,0,4,4,99999,1,0,5.165,20.66,194,0.5,0.4,232.874
9,3,15,5,771,0,0,0,30,30,99999,1,0,0.05,1.5,195,0.5,0.4,234.374
9,3,16,5,24,0,0,0,192,192,99999,1,0,0.275,52.8,196,0.4,0.3,287.174
9,3,17,5,1597,0,0,0,72,72,99999,1,0,0.448,32.256,197,0.6,0.5,319.43
9,3,18,5,1627,0,0,0,24,24,99999,1,0,0.801,19.224,198,0.6,0.5,338.654
9,3,19,5,27,0,0,0,120,120,99999,1,0,0.3,36.0,199,0.4,0.3,374.654
10,3,0,5,283,0,0,0,4,4,99999,0,0,1.0,4.0,200,0.5,0.4,4.0
10,3,1,5,326,0,0,0,4,4,99999,0,0,5.345,21.38,201,0.5,0.4,25.38
10,3,2,5,398,0,0,0,96,96,99999,0,0,0.132,12.672,202,0.5,0.4,38.052
10,3,3,5,51,0,0,0,48,48,99999,0,0,0.229,10.992,203,0.4,0.3,49.044
10,3,4,5,1829,0,0,0,32,32,99999,0,0,0.177,5.664,204,0.6,0.5,54.708
10,3,5,5,47,0,0,0,168,168,99999,0,0,0.274,46.032,205,0.4,0.3,100.74
10,3,6,5,346,0,0,0,48,48,99999,0,0,1.018,48.864,206,0.5,0.4,149.604
10,3,7,5,901,0,0,0,6,6,99999,0,0,0.8,4.8,207,0.6,0.5,154.404
10,3,8,5,794,0,0,0,15,15,99999,0,0,0.533,7.995,208,0.6,0.5,162.399
10,3,9,5,191,0,0,0,144,144,99999,0,0,0.326,46.944,209,0.4,0.3,209.343
10,3,10,5,84,0,0,0,48,48,99999,1,0,0.716,34.368,210,0.4,0.3,243.711
10,3,11,5,245,0,0,0,12,12,99999,1,0,0.332,3.984,211,0.5,0.4,247.695
10,3,12,5,1142,0,0,0,12,12,99999,1,0,0.182,2.184,212,0.6,0.5,249.879
10,3,13,5,864,0,0,0,2,2,99999,1,0,7.23,14.46,213,0.6,0.5,264.339
10,3,14,5,519,0,0,0,6,6,99999,1,0,2.187,13.122,214,0.5,0.4,277.461
10,3,15,5,363,0,0,0,1,1,99999,1,0,15.0,15.0,215,0.5,0.4,292.461
10,3,16,5,139,0,0,0,24,24,99999,1,0,1.608,38.592,216,0.4,0.3,331.053
10,3,17,5,1842,0,0,0,24,24,99999,1,0,0.188,4.512,217,0.6,0.5,335.565
10,3,18,5,9,0,0,0,120,120,99999,1,0,0.282,33.84,218,0.4,0.3,369.405
10,3,19,5,157,0,0,0,10,10,99999,1,0,1.0,10.0,219,0.4,0.3,379.405
11,3,0,5,1212,0,0,0,8,8,99999,0,0,0.755,6.04,220,0.6,0.5,6.04
11,3,1,5,1960,0,0,0,24,24,99999,0,0,0.167,4.008,221,0.6,0.5,10.048
11,3,2,5,96,0,0,0,48,48,99999,0,0,0.657,31.536,222,0.4,0.3,41.584
11,3,3,5,281,0,0,0,1,1,99999,0,0,15.0,15.0,223,0.5,0.4,56.584
11,3,4,5,826,0,0,0,6,6,99999,0,0,0.8,4.8,224,0.6,0.5,61.384
11,3,5,5,290,0,0,0,14,14,99999,0,0,0.168,2.352,225,0.5,0.4,63.736
11,3,6,5,351,0,0,0,12,12,99999,0,0,0.337,4.044,226,0.5,0.4,67.78
11,3,7,5,1944,0,0,0,48,48,99999,0,0,0.588,28.224,227,0.6,0.5,96.004
11,3,8,5,1873,0,0,0,100,100,99999,0,0,0.32,32.0,228,0.6,0.5,128.004
11,3,9,5,0,0,0,0,0,0,99999,0,0,0.0,0.0,229,,,128.004
11,3,10,5,528,0,0,0,24,24,99999,1,0,1.331,31.944,230,0.5,0.4,159.948
11,3,11,5,1350,0,0,0,12,12,99999,1,0,0.188,2.256,231,0.6,0.5,162.204
11,3,12,5,521,0,0,0,48,48,99999,1,0,0.262,12.576,232,0.5,0.4,174.78
11,3,13,5,948,0,0,0,15,15,99999,1,0,0.297,4.455,233,0.6,0.5,179.235
11,3,14,5,157,0,0,0,10,10,99999,1,0,1.0,10.0,234,0.4,0.3,189.235
11,3,15,5,91,0,0,0,168,168,99999,1,0,0.274,46.032,235,0.4,0.3,235.267
11,3,16,5,1844,0,0,0,12,12,99999,1,0,1.3,15.6,236,0.6,0.5,250.867
11,3,17,5,1311,0,0,0,60,60,99999,1,0,0.26,15.6,237,0.6,0.5,266.467
11,3,18,5,1221,0,0,0,6,6,99999,1,0,0.275,1.65,238,0.6,0.5,268.117
11,3,19,5,330,0,0,0,36,36,99999,1,0,0.137,4.932,239,0.5,0.4,273.049
12,3,0,5,144,0,0,0,96,96,99999,0,0,0.121,11.616,240,0.4,0.3,11.616
12,3,1,5,838,0,0,0,12,12,99999,0,0,0.373,4.476,241,0.6,0.5,16.092
12,3,2,5,278,0,0,0,5,5,99999,0,0,6.02,30.1,242,0.5,0.4,46.192
12,3,3,5,1807,0,0,0,32,32,99999,0,0,0.173,5.536,243,0.6,0.5,51.728
12,3,4,5,326,0,0,0,4,4,99999,0,0,5.345,21.38,244,0.5,0.4,73.108
12,3,5,5,1666,0,0,0,24,24,99999,0,0,0.12,2.88,245,0.6,0.5,75.988
12,3,6,5,196,0,0,0,38,38,99999,0,0,0.2,7.6,246,0.4,0.3,83.588
12,3,7,5,94,0,0,0,48,48,99999,0,0,0.633,30.384,247,0.4,0.3,113.972
12,3,8,5,190,0,0,0,72,72,99999,0,0,0.383,27.576,248,0.4,0.3,141.548
12,3,9,5,148,0,0,0,37,37,99999,0,0,1.0,37.0,249,0.4,0.3,178.548
12,3,10,5,1291,0,0,0,20,20,99999,1,0,0.137,2.74,250,0.6,0.5,181.288
12,3,11,5,363,0,0,0,1,1,99999,1,0,15.0,15.0,251,0.5,0.4,196.288
12,3,12,5,1902,0,0,0,80,80,99999,1,0,0.079,6.32,252,0.6,0.5,202.608
12,3,13,5,1013,0,0,0,12,12,99999,1,0,0.126,1.512,253,0.6,0.5,204.12
12,3,14,5,1034,0,0,0,6,6,99999,1,0,0.207,1.242,254,0.6,0.5,205.362
12,3,15,5,34,0,0,0,48,48,99999,1,0,0.622,29.856,255,0.4,0.3,235.218
12,3,16,5,257,0,0,0,12,12,99999,1,0,0.288,3.456,256,0.5,0.4,238.674
12,3,17,5,839,0,0,0,4,4,99999,1,0,1.0,4.0,257,0.6,0.5,242.674
12,3,18,5,159,0,0,0,10,10,99999,1,0,1.0,10.0,258,0.4,0.3,252.674
12,3,19,5,1070,0,0,0,6,6,99999,1,0,0.228,1.368,259,0.6,0.5,254.042
13,3,0,5,87,0,0,0,168,168,99999,0,0,0.275,46.2,260,0.4,0.3,46.2
13,3,1,5,248,0,0,0,6,6,99999,0,0,0.335,2.01,261,0.5,0.4,48.21
13,3,2,5,102,0,0,0,96,96,99999,0,0,0.408,39.168,262,0.4,0.3,87.378
13,3,3,5,580,0,0,0,120,120,99999,0,0,0.337,40.44,263,0.5,0.4,127.818
13,3,4,5,1320,0,0,0,48,48,99999,0,0,0.147,7.056,264,0.6,0.5,134.874
13,3,5,5,1884,0,0,0,144,144,99999,0,0,0.352,50.688,265,0.6,0.5,185.562
13,3,6,5,151,0,0,0,144,144,99999,0,0,0.329,47.376,266,0.4,0.3,232.938
13,3,7,5,1356,0,0,0,12,12,99999,0,0,1.76,21.12,267,0.6,0.5,254.058
13,3,8,5,1,0,0,0,24,24,99999,0,0,0.125,3.0,268,0.4,0.3,257.058
13,3,9,5,633,0,0,0,24,24,99999,0,0,0.279,6.696,269,0.5,0.4,263.754
13,3,10,5,827,0,0,0,8,8,99999,1,0,0.6,4.8,270,0.6,0.5,268.554
13,3,11,5,852,0,0,0,12,12,99999,1,0,0.388,4.656,271,0.6,0.5,273.21
13,3,12,5,79,0,0,0,24,24,99999,1,0,0.208,4.992,272,0.4,0.3,278.202
13,3,13,5,205,0,0,0,16,16,99999,1,0,2.125,34.0,273,0.4,0.3,312.202
13,3,14,5,94,0,0,0,48,48,99999,1,0,0.633,30.384,274,0.4,0.3,342.586
13,3,15,5,240,0,0,0,5,5,99999,1,0,4.8,24.0,275,0.5,0.4,366.586
13,3,16,5,807,0,0,0,8,8,99999,1,0,0.49,3.92,276,0.6,0.5,370.506
13,3,17,5,1495,0,0,0,240,240,99999,1,0,0.156,37.44,277,0.6,0.5,407.946
13,3,18,5,1225,0,0,0,40,40,99999,1,0,0.098,3.92,278,0.6,0.5,411.866
